Acanthoica_quattrospina,Akashiwo,Alexandrium_catenella,Amphidinium,Amylax,Apedinella,Asterionellopsis_glacialis,Bacillaria,Bacillariophyceae,Bacteriastrum,Balanion,Biddulphia,Calciopappus,Calciosolenia_brasiliensis,Cerataulina_pelagica,Tripos,Tripos_furca,Tripos_fusus,Tripos_lineatus,Chaetoceros,Chaetoceros_danicus,Chaetoceros_didymus,Chaetoceros_didymus_TAG_external_flagellate,Chaetoceros_peruvianis,Chaetoceros_similis,Chaetoceros_socialis,Chaetoceros_subtilis,Chaetoceros_tenuissimus,Chaetoceros_throndsenii,Prorocentrum_dentatum,Chrysochromulina,Chrysochromulina_lanceolata,Copepod_nauplii,Corethron_hystrix,Corymbellus,Coscinodiscus,Cylindrotheca,Cylindrotheca_morphotype1,Dactyliosolen_blavyanus,Dactyliosolen_fragilissimus,Delphineis,Dictyocha,Dictyocysta,Didinium,Dinobryon,Dinophyceae,Dinophysis_acuminata,Dinophysis_norvegica,Dinophysis_tripos,Ditylum_brightwellii,Emiliania_huxleyi,Ephemera,Eucampia,Eucampia_morphytype1,Euglena,Euplotes,Euplotes_morphotype1,Eutintinnus,Favella,Gonyaulax,Guinardia_delicatula,Guinardia_delicatula_TAG_internal_parasite,Guinardia_flaccida,Guinardia_striata,Gyrodinium,Hemiaulus,Hemiaulus_membranaceus,Heterocapsa_rotundata,Kryptoperidinium_triquetrum,Karenia,Katodinium_or_Torodinium,Laboea_strobila,Lauderia_annulata,Leegaardiella_ovalis,Leptocylindrus,Leptocylindrus_mediterraneus,Licmophora,Margalefidinium,Mesodinium,Nanoneis,Odontella,Ophiaster,Oxytoxum,Paralia_sulcata,Parvicorbicula_socialis,Phaeocystis,Phaeocystis_debris,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Prorocentrum_micans,Prorocentrum_triestinum,Proterythropsis,Protoperidinium,Pseudo-nitzschia,Pseudochattonella_farcimen,Pyramimonas,Pyramimonas_longicauda,Pyramimonas_morphotype1,Acantharia,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Stenosemella_morphotype1,Stenosemella_pacifica,Stephanopyxis,Pelagostrobilidium,Strombidium_capitatum,Strombidium_conicum,Strombidium_inclinatum,Strombidium_morphotype1,Strombidium_morphotype2,Strombidium_tintinnodes,Strombidium_wulffi,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Thalassiosira_TAG_external_detritus,Thalassiosira_sp_aff_mala,Tiarina_fusus,Tintinnina,Tintinnidium_mucicola,Tintinnopsis,Tontonia_appendiculariformis,Paratontonia_gracillima,Trichodesmium,Vicicitus_globosus,Warnowia,Amoeba,bead,bubble,camera_spot,Ciliophora,coccolithophorid,Cryptophyta,detritus,detritus_transparent,fecal_pellet,fiber,fiber_TAG_external_detritus,flagellate,flagellate_morphotype1,flagellate_morphotype3,nanoplankton_mix,pennate,pennate_Pseudo-nitzschia,pennate_Thalassionema,pennate_morphotype1,pollen,shellfish_larvae,Bacillariophyceae_morphotype1,unknown2,zooplankton
24,0,0,0,1,1,12,1,199,5,9,0,19,2,3,0,0,0,4,132,1,20,0,0,2,40,0,0,3,0,2,1,0,4,0,0,144,41,12,12,0,4,0,0,8,90,0,0,0,0,0,2,3,0,1,0,0,0,5,0,0,0,1,7,2,0,1,209,2,14,11,0,9,0,164,4,0,0,0,6,0,6,0,0,1,43,26,1,7,0,1,0,0,0,0,189,0,25,0,0,0,3,28,0,18,0,0,0,0,0,0,0,1,0,1,0,4,12,31,1,16,0,17,0,0,2,0,1,0,0,12,11,0,3,5,7,55,545,196,1,43,11,12,1,8,4594,218,76,1,0,0,0,7,0,0
0,0,2,1,0,0,1,0,17,0,3,0,0,0,1,0,0,0,0,5,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,3,2,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,9,7,0,1,0,10,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,5,0,0,1,1,0,0,1,2,12,0,0,1,5,7,194,53,0,6,1,0,0,2,209,10,0,0,0,0,0,0,0,0
9,0,0,0,0,2,6,0,147,2,8,0,8,0,0,0,0,0,3,89,2,11,0,1,1,15,0,0,1,0,1,0,0,2,0,2,52,14,6,1,0,3,0,0,5,83,0,0,0,0,2,0,0,0,1,0,0,0,4,1,0,0,1,2,2,0,0,260,0,7,12,0,2,0,51,12,0,0,2,3,0,4,0,0,5,26,7,1,4,0,1,0,1,0,1,80,0,49,0,0,1,0,4,1,3,0,0,0,0,0,0,0,0,0,1,0,1,2,32,0,6,0,5,0,0,2,0,0,0,0,4,8,0,2,6,9,49,238,224,1,12,10,11,3,3,5413,84,23,1,0,0,0,3,0,0
2,0,0,1,0,0,1,0,18,0,3,0,0,0,1,0,0,0,0,6,0,3,0,1,0,2,0,0,0,3,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,8,8,0,1,0,11,2,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,3,0,0,0,0,0,0,2,1,5,0,0,2,3,3,190,44,0,5,1,1,0,2,199,4,0,0,0,0,0,1,0,0
18,0,0,0,0,1,5,0,142,3,4,0,16,0,0,0,0,0,0,67,1,6,0,1,0,11,0,0,0,0,2,0,0,1,0,1,34,15,1,3,0,5,0,0,5,90,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,263,0,8,10,0,9,1,40,3,0,0,0,1,0,2,1,0,7,33,5,0,4,0,0,0,0,0,1,72,0,36,0,0,2,1,6,1,2,0,0,0,0,0,0,0,0,0,1,0,2,5,28,1,8,0,7,0,0,0,0,0,0,0,6,10,0,2,2,10,58,266,228,0,21,2,11,1,5,5954,62,19,0,0,0,0,1,0,1
3,0,0,0,0,2,0,0,20,0,1,0,1,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,18,0,7,4,0,0,0,8,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,1,0,0,0,2,14,0,0,4,2,10,189,67,0,3,2,1,0,0,198,5,0,0,0,0,0,0,0,0
18,0,0,1,1,0,10,1,182,2,6,0,9,1,3,0,0,1,3,102,3,10,0,0,0,21,0,0,1,1,6,0,0,2,0,0,35,15,7,4,0,5,0,0,1,107,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,4,1,0,0,193,1,8,14,0,2,0,56,4,0,0,0,1,0,7,0,0,4,12,8,0,2,0,0,0,1,0,1,107,0,27,0,0,4,2,11,0,12,0,0,0,0,0,0,0,1,0,2,0,9,6,26,0,9,0,11,0,0,0,0,0,0,0,9,10,0,2,3,9,44,372,259,1,31,4,5,1,7,4491,88,35,0,0,0,0,3,1,0
22,0,0,0,0,3,8,1,148,6,5,0,10,1,1,0,0,1,3,123,1,14,0,0,1,19,0,0,1,1,0,1,0,2,0,0,42,18,3,2,0,3,0,0,5,129,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,268,1,13,14,0,6,0,57,3,1,0,0,4,0,5,0,0,7,27,5,2,2,0,0,0,0,1,0,86,0,26,0,0,1,2,9,0,12,0,1,0,0,0,0,0,0,0,0,0,5,2,28,0,8,0,2,0,1,1,0,0,0,0,10,11,0,2,4,14,36,314,227,0,21,3,4,0,6,4666,88,32,0,0,0,0,0,0,0
15,0,0,0,0,0,7,0,152,2,6,0,13,0,1,0,0,0,1,88,2,7,0,1,0,17,0,0,1,0,3,0,0,2,0,0,24,12,4,3,0,3,0,0,4,97,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,3,1,0,0,290,1,5,10,1,1,1,49,3,0,0,0,0,0,4,1,0,3,17,14,0,1,0,1,0,0,0,1,60,0,31,1,0,0,1,7,0,4,0,0,0,1,0,0,0,2,0,2,0,4,4,34,0,10,0,7,0,1,2,0,0,0,1,7,9,0,1,2,19,44,293,260,0,25,5,6,0,3,4950,65,18,0,1,0,0,4,0,0
11,0,0,0,2,0,7,0,153,8,6,0,15,0,2,0,0,0,0,57,0,5,0,0,1,15,0,0,2,1,3,0,0,2,0,2,25,6,5,1,0,3,0,0,3,100,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,266,1,7,15,0,2,0,38,7,0,0,0,2,0,3,1,0,8,18,4,0,0,0,0,0,0,0,1,60,0,44,1,0,2,3,6,1,8,0,0,0,0,0,0,0,0,0,2,0,3,4,36,1,7,0,3,0,0,0,0,0,0,0,10,9,0,1,4,16,52,272,274,1,12,4,12,1,3,5554,67,14,3,0,0,0,3,0,0
8,0,0,1,0,0,4,0,143,1,1,0,14,0,0,0,0,0,2,62,2,5,0,0,0,10,0,0,1,1,1,1,0,0,0,3,22,7,4,2,0,2,0,0,6,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,275,1,6,11,0,3,0,43,1,0,0,0,1,0,1,0,0,7,12,7,0,1,0,0,0,0,0,1,44,0,53,0,0,3,0,6,0,1,0,0,0,0,0,0,0,1,0,1,0,1,5,25,0,10,0,3,0,0,2,0,0,0,0,6,22,0,2,1,9,44,214,218,0,8,4,6,0,11,5762,56,12,2,0,0,0,3,0,0
9,0,0,0,0,3,7,0,146,4,4,0,14,1,1,0,0,0,2,63,1,3,0,0,0,8,0,0,1,2,1,0,0,1,0,1,21,11,2,1,0,6,0,0,4,87,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,0,0,247,1,5,8,0,5,0,27,4,0,0,0,1,0,2,0,0,5,19,7,0,1,0,3,0,1,0,0,40,0,57,0,0,3,0,3,1,3,0,0,0,0,0,0,0,1,0,1,0,1,3,17,0,6,0,11,0,0,1,0,0,0,0,8,5,0,0,3,11,47,231,206,0,9,4,8,1,4,5902,51,16,0,0,0,0,3,0,0
7,0,1,1,0,0,5,0,151,4,5,0,23,0,4,0,0,0,1,65,3,4,0,0,0,7,0,0,0,0,0,0,0,2,0,0,19,3,5,1,0,3,0,0,5,100,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,6,3,0,0,253,1,8,14,0,6,1,46,7,0,0,1,1,0,5,1,0,6,21,9,1,1,0,0,0,0,0,0,54,0,44,0,0,0,4,6,1,5,0,1,2,0,0,0,1,2,0,2,0,5,1,22,0,6,0,6,0,0,0,0,0,0,0,6,8,0,2,2,11,46,286,199,1,23,1,7,1,4,5639,50,11,1,0,0,0,3,1,0
6,0,0,0,0,1,5,0,162,4,2,0,7,0,1,0,0,0,6,83,3,7,0,0,0,9,0,0,4,1,3,0,2,2,0,0,25,13,6,2,0,3,0,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,302,0,11,10,0,3,0,42,4,1,0,2,3,0,3,1,0,6,27,8,1,0,0,0,0,0,0,1,70,0,50,2,0,2,1,5,0,4,0,0,0,0,0,0,0,1,0,0,0,2,2,22,1,8,0,9,0,0,2,0,0,0,0,12,9,0,2,3,16,55,254,218,0,18,5,13,0,2,5671,51,10,1,0,0,0,1,1,0
13,0,1,1,0,1,5,0,154,3,7,0,17,1,2,0,0,0,1,75,2,6,0,0,1,8,0,0,0,0,2,0,1,2,0,0,32,7,5,2,0,2,0,0,5,85,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,5,0,0,273,0,8,18,0,3,0,52,3,0,0,0,2,0,1,0,0,6,17,8,0,0,0,1,0,0,0,1,53,0,48,0,0,1,1,4,1,3,0,1,0,0,0,0,0,2,0,0,0,1,5,12,0,11,0,4,0,0,0,0,0,0,0,7,7,0,2,4,8,42,265,209,0,7,2,8,0,5,5610,60,13,0,0,0,0,4,1,0
13,0,0,0,0,3,5,0,173,3,4,0,13,0,0,0,1,0,0,76,2,10,0,0,0,7,0,0,0,0,3,0,0,2,0,0,21,6,5,1,0,3,0,0,3,91,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,1,3,3,0,0,272,2,11,9,0,4,0,44,2,0,0,1,0,0,4,0,0,8,23,18,0,0,0,1,0,0,0,0,57,0,44,0,0,4,2,1,0,7,0,0,0,0,0,0,0,0,0,1,0,1,1,27,0,9,0,7,0,0,1,0,0,0,0,12,7,0,3,2,10,52,295,198,3,11,1,10,2,8,5382,51,13,2,0,0,0,4,0,0
5,0,0,0,2,1,4,0,147,1,2,0,15,0,1,0,0,1,0,55,1,7,0,0,0,8,0,0,0,1,0,1,0,2,0,0,20,9,4,1,0,4,0,0,4,81,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,4,0,0,268,1,9,9,0,2,0,30,4,1,0,0,0,0,1,1,0,12,12,7,0,0,0,0,0,1,0,0,48,0,55,1,0,2,1,5,1,4,0,0,0,0,0,0,0,0,0,4,0,1,5,16,0,9,1,9,0,0,0,0,0,0,0,9,5,0,2,5,10,40,262,197,0,10,2,5,1,3,5506,27,2,0,0,0,0,2,0,0
14,0,0,1,0,0,5,0,186,7,5,0,15,0,2,1,0,0,0,61,0,2,0,0,0,19,0,0,1,1,1,0,1,0,0,0,21,9,2,3,0,6,0,0,10,75,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,4,3,0,0,261,2,10,16,0,4,0,50,9,0,0,0,1,0,0,0,1,7,27,9,0,0,0,0,0,0,1,2,63,0,41,1,0,1,1,3,0,6,0,2,0,0,0,0,0,0,0,2,0,4,2,29,0,11,0,3,0,0,0,0,0,0,0,9,13,0,3,3,12,57,248,236,0,13,2,10,2,6,5294,40,12,1,0,0,0,7,1,0
11,0,0,2,0,0,1,0,194,1,2,0,6,0,2,0,0,0,2,66,0,8,0,0,0,11,1,0,0,0,3,0,0,0,0,0,16,9,5,2,0,2,0,0,4,85,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,254,1,8,16,0,4,0,43,6,0,0,1,1,0,5,0,0,6,23,3,1,0,0,1,0,0,0,2,55,0,33,0,0,2,2,3,0,5,0,0,0,0,0,0,0,1,0,1,0,3,3,25,0,11,0,7,0,0,1,0,0,0,0,6,6,0,1,5,14,54,230,224,0,10,0,9,0,7,5394,33,7,0,0,0,0,4,0,0
11,0,0,0,1,0,6,0,184,6,1,0,17,0,2,0,0,0,0,79,0,8,0,0,2,11,0,0,2,2,2,0,0,2,0,0,24,11,1,4,0,1,0,0,2,81,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,3,6,0,0,245,2,7,10,0,4,0,56,7,1,0,0,2,0,5,4,0,10,17,11,0,0,0,2,0,0,1,1,63,1,42,0,0,1,2,4,1,5,0,0,0,0,0,0,0,1,0,3,0,0,6,24,0,13,0,9,0,0,1,1,0,0,1,12,12,0,0,5,9,66,316,217,0,15,1,7,0,3,5154,44,12,0,0,0,0,3,0,0
15,1,2,0,0,2,5,0,208,4,6,0,16,2,1,0,0,0,0,93,1,6,0,0,0,9,0,0,0,0,2,0,1,1,0,0,26,11,4,2,0,10,0,0,6,81,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,239,1,8,17,0,7,0,71,2,0,0,0,3,0,4,0,0,9,12,12,0,0,0,0,0,0,0,0,56,0,47,1,0,1,3,6,0,7,0,0,0,0,0,0,0,3,0,1,0,2,0,17,1,9,0,6,0,0,0,0,0,0,1,9,11,0,4,2,16,45,302,233,3,7,4,10,0,4,5142,57,5,0,1,0,0,4,0,0
19,0,1,1,0,1,2,1,169,5,5,0,12,1,1,0,0,0,2,73,0,11,0,0,0,11,0,0,1,0,3,0,0,0,0,2,31,9,5,7,0,3,0,0,6,91,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,6,0,0,256,3,11,18,0,6,0,44,12,0,0,0,0,0,1,1,0,10,17,9,1,0,0,1,0,0,0,2,54,0,40,0,0,4,0,8,1,9,0,0,0,0,0,0,0,0,0,1,0,2,2,25,1,12,0,3,0,0,1,0,0,0,0,11,7,0,2,7,14,41,279,224,0,18,3,6,1,6,4918,43,8,1,0,0,0,2,0,0
12,0,0,1,1,1,4,1,203,3,7,0,16,0,1,0,0,0,2,121,3,8,0,0,1,28,0,0,2,0,1,0,0,2,0,0,34,10,4,4,0,2,0,0,9,91,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,2,0,0,241,0,13,9,0,4,0,81,4,0,0,0,0,0,4,0,0,6,16,4,0,0,0,0,0,0,1,1,81,0,41,0,0,3,1,13,0,5,0,0,0,0,0,0,1,0,0,0,0,4,2,23,0,8,0,11,0,1,0,0,0,0,0,6,15,0,4,4,9,43,288,167,0,14,5,8,3,5,4559,41,11,0,1,0,0,2,0,0
15,0,0,0,0,1,11,0,170,7,4,0,16,1,1,0,0,0,2,158,4,19,0,0,1,40,0,0,0,0,1,0,0,12,0,0,39,14,9,5,0,4,0,0,6,77,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,162,1,14,9,0,2,0,112,6,0,0,0,3,0,8,0,0,4,24,5,0,0,0,0,0,0,0,2,87,1,37,0,0,1,2,16,0,5,0,0,0,0,0,0,0,4,0,0,0,4,3,12,0,8,0,9,0,0,3,0,0,0,1,17,7,0,2,4,15,37,273,144,1,28,6,8,1,4,4243,42,18,0,0,0,0,3,0,0
22,0,0,1,0,2,12,0,174,13,7,0,18,0,1,0,0,0,1,135,1,11,0,0,1,24,0,0,4,1,2,0,0,0,0,1,32,14,3,5,0,3,0,0,8,73,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,8,0,0,185,0,12,16,0,2,0,111,9,0,0,1,2,0,7,0,0,5,22,10,1,2,0,1,0,0,0,1,101,1,37,2,0,3,0,10,0,8,0,0,0,0,0,0,0,2,0,1,0,9,2,19,0,13,1,11,0,0,3,0,0,0,0,12,5,0,4,10,15,24,270,151,0,16,4,3,1,3,4216,53,9,0,0,0,0,3,0,0
23,0,0,0,0,0,10,0,175,11,10,0,14,2,3,0,1,0,1,175,3,17,0,0,2,43,0,0,3,0,4,1,0,10,1,1,49,14,5,9,0,2,0,0,4,82,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,1,4,3,0,0,133,1,5,12,1,2,0,146,7,2,0,0,4,0,11,0,0,3,16,6,0,0,0,1,0,0,0,1,141,0,30,0,0,4,1,15,1,15,0,1,0,0,0,0,0,1,0,0,0,8,3,18,0,3,0,8,0,0,1,0,0,0,0,13,16,0,1,3,4,29,283,117,0,15,5,10,1,2,4090,44,14,0,0,0,0,5,0,0
27,0,2,2,1,2,12,0,219,9,9,0,8,1,2,1,0,0,1,212,4,22,0,0,2,62,0,0,2,0,3,0,0,6,0,0,35,15,7,7,0,2,0,0,2,66,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,8,6,0,0,121,2,10,14,0,3,0,158,10,0,0,1,3,0,8,0,0,3,21,6,1,0,0,0,0,0,2,0,158,0,27,0,0,3,1,22,0,16,0,1,0,0,0,0,0,1,0,1,0,4,6,13,0,12,0,8,0,0,0,0,0,0,0,9,7,0,1,4,12,25,319,104,0,32,6,6,0,4,3895,45,20,2,0,0,0,8,0,0
38,0,1,1,0,0,21,0,196,17,8,0,14,2,3,0,0,0,2,221,2,26,0,0,1,53,0,1,2,1,0,0,1,13,0,1,48,25,5,10,0,0,0,0,8,68,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,109,2,11,14,0,1,0,191,2,0,0,0,3,0,9,0,0,2,22,7,0,1,0,1,0,1,0,1,162,1,27,0,0,8,0,19,0,16,0,0,0,0,0,0,0,1,0,1,0,14,4,19,0,5,0,12,0,0,2,0,0,0,0,8,9,0,3,6,6,35,311,91,0,28,6,6,1,5,3606,49,25,0,1,0,0,6,0,1
42,0,0,1,0,0,13,0,267,19,11,0,12,1,3,1,1,2,2,254,5,33,0,0,1,80,0,0,1,0,3,0,0,14,0,0,33,34,13,11,0,0,0,0,4,58,0,3,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0,5,10,1,0,90,1,12,14,3,1,0,258,11,1,0,1,4,0,5,0,0,3,22,3,0,0,0,0,0,0,0,1,221,0,16,0,0,8,0,37,0,9,0,0,0,0,0,0,0,0,0,1,0,4,0,18,0,15,0,14,0,0,1,0,0,0,1,8,12,0,2,2,5,23,343,72,0,33,5,7,1,5,3274,53,25,0,0,0,0,9,0,0
47,0,0,1,0,2,12,0,293,26,12,0,13,0,4,0,0,0,1,301,6,26,0,0,1,78,2,0,3,0,5,0,0,20,0,0,42,34,15,16,0,2,1,0,9,51,2,2,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,9,6,0,0,71,0,6,13,0,0,0,257,11,0,0,0,2,0,8,0,0,1,20,11,0,1,0,0,0,0,0,1,228,1,24,0,0,6,0,37,0,11,0,0,0,0,0,0,0,0,0,0,0,6,3,16,0,7,0,14,0,0,2,0,0,0,1,10,25,0,1,6,3,14,303,64,0,25,10,5,3,4,2916,69,39,0,0,0,0,7,0,0
46,0,0,0,0,0,30,0,256,24,8,0,12,1,5,0,0,1,4,301,9,30,0,0,1,76,0,0,3,0,2,0,0,19,0,2,36,32,5,23,0,2,0,0,1,65,1,0,0,0,1,0,3,2,1,0,0,0,5,0,0,0,0,6,12,1,0,59,3,2,10,0,2,0,284,13,0,0,0,3,0,10,0,0,4,16,6,0,1,0,2,0,0,0,3,280,0,20,0,0,13,0,46,0,13,0,1,0,0,0,0,0,0,0,0,0,0,9,21,0,5,0,12,0,0,3,0,0,0,2,8,11,0,3,4,6,16,333,47,0,39,11,2,1,2,2543,80,45,0,0,0,0,5,0,1
42,0,0,3,0,0,20,2,260,45,11,0,19,3,6,0,0,0,3,298,13,45,0,0,1,86,0,0,3,1,1,0,0,20,0,1,49,40,12,21,0,0,0,0,4,51,0,1,0,0,0,0,2,1,0,0,0,0,11,0,0,0,0,4,5,0,0,59,0,9,24,0,6,0,313,25,0,0,0,6,0,17,1,0,4,26,9,1,1,0,1,0,1,0,0,288,0,16,0,0,19,0,39,0,13,0,0,0,0,0,0,0,1,0,0,0,1,4,20,1,2,0,19,0,1,1,0,0,0,0,6,10,0,2,6,4,15,314,67,0,30,24,3,2,3,2463,79,42,0,0,0,0,6,0,0
21,0,0,1,1,2,13,0,255,11,10,0,15,0,3,0,0,0,3,160,3,16,0,0,0,42,0,0,6,1,3,0,0,5,0,0,25,16,7,9,0,4,0,0,5,70,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6,7,0,0,150,0,12,10,0,4,1,151,10,1,0,1,1,0,6,0,0,3,15,7,2,3,0,1,0,0,0,0,126,1,30,0,0,1,2,13,0,10,0,0,0,0,0,0,0,2,0,1,0,3,5,23,0,8,0,9,0,0,4,0,1,0,1,11,11,0,2,3,10,40,367,126,0,17,6,6,1,6,3418,40,23,1,0,0,0,2,0,0
18,0,0,0,1,1,7,0,252,12,2,0,15,0,3,0,0,1,3,155,2,16,0,0,0,46,0,0,1,0,0,0,0,8,0,1,29,20,8,13,0,4,0,0,5,88,0,0,0,0,1,0,5,0,2,0,0,0,2,0,0,0,0,4,4,0,0,167,3,3,18,0,2,0,184,6,1,0,0,3,0,4,1,0,3,13,8,0,1,0,0,1,1,1,1,135,1,27,1,0,3,2,19,0,13,0,0,0,0,0,0,0,1,0,0,0,9,0,27,1,8,0,10,0,0,2,0,0,0,2,6,12,0,2,8,12,37,359,163,1,27,5,9,1,3,3329,54,13,0,0,0,0,1,0,0
47,0,0,1,0,0,25,1,276,29,3,0,13,2,6,0,0,0,4,328,9,28,0,0,0,75,0,0,4,0,0,1,0,16,0,0,35,37,10,19,0,2,0,0,3,65,0,0,0,0,0,1,2,0,3,0,0,0,7,0,0,0,0,5,11,0,0,58,3,15,15,0,1,0,404,15,1,0,0,3,0,15,1,0,5,22,4,0,2,0,0,0,0,1,0,285,0,16,1,1,13,1,40,0,16,0,1,0,0,0,0,0,0,0,0,0,2,9,12,0,4,0,21,0,0,4,0,0,0,0,7,4,0,4,6,5,15,337,58,0,39,11,8,1,5,2364,70,40,1,0,0,0,4,0,0
48,0,0,1,1,3,24,0,271,35,15,1,14,2,10,0,0,2,6,302,11,28,0,0,2,77,1,0,1,0,3,1,2,15,0,1,52,42,13,19,0,1,0,0,2,73,0,1,0,0,0,0,5,1,0,0,0,0,3,0,0,1,0,6,10,0,0,59,3,5,12,0,1,0,360,9,1,0,1,4,0,12,2,0,8,20,2,0,3,0,1,0,0,0,3,239,1,15,1,0,13,0,32,0,13,0,0,0,0,0,0,0,0,0,0,0,5,6,21,0,1,0,17,0,0,4,0,0,0,1,13,10,0,4,8,8,15,305,52,0,41,11,10,0,6,2656,76,40,0,0,0,0,2,0,0
40,0,1,1,0,2,24,0,262,20,8,0,14,3,8,1,0,2,1,298,6,32,0,0,2,74,0,0,1,0,2,0,0,16,0,0,36,34,15,25,0,0,0,0,1,68,0,0,0,0,0,0,6,1,1,0,0,0,5,0,0,0,0,8,12,0,0,53,1,7,21,0,1,0,332,15,1,0,3,5,0,6,0,0,0,18,5,1,3,0,3,0,0,0,0,257,0,20,0,0,8,0,43,0,27,0,1,0,0,0,0,0,0,0,0,0,10,5,14,0,11,0,24,0,0,3,1,0,0,0,7,8,0,1,4,4,8,257,55,0,38,11,7,0,3,2950,69,28,0,0,0,0,3,0,0
40,0,0,1,0,0,16,1,238,19,12,0,20,0,1,1,0,0,3,248,6,31,0,0,1,66,0,0,2,1,1,0,0,10,0,0,32,27,7,13,0,0,0,0,1,73,0,1,0,0,1,1,1,1,0,0,0,0,6,0,0,0,0,7,6,0,0,70,1,7,24,1,1,1,251,6,1,0,0,7,0,9,0,0,2,17,4,0,0,0,0,0,0,0,1,229,0,21,1,0,16,1,19,0,12,0,2,0,0,0,0,0,1,0,1,0,7,1,9,0,7,0,14,0,0,3,0,0,0,0,11,5,0,3,7,4,16,291,73,1,20,8,6,1,0,3296,49,16,1,0,0,0,3,0,0
42,0,0,0,0,0,13,0,205,12,5,0,11,1,2,0,0,0,1,190,5,21,0,0,1,59,0,0,2,0,2,0,0,11,0,0,36,19,7,17,0,1,0,0,6,61,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,2,5,11,0,0,126,4,9,16,0,6,0,174,1,0,0,2,4,0,8,0,0,4,16,1,0,2,0,0,0,0,0,0,170,1,26,0,0,7,1,13,0,9,0,0,0,0,0,0,0,1,0,0,0,5,4,17,0,11,0,10,0,0,2,0,0,0,1,10,6,0,4,2,8,20,279,110,1,16,5,13,0,1,3564,40,18,0,0,0,0,3,0,0
34,0,0,1,1,1,14,0,192,9,9,0,12,0,2,0,0,0,2,178,6,23,0,0,1,42,1,0,1,0,1,2,0,4,0,0,30,25,3,9,0,2,0,0,7,70,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4,8,0,0,148,3,9,16,1,1,0,150,6,2,0,0,1,0,7,0,0,3,15,8,1,1,0,0,0,0,0,1,118,0,31,0,0,11,0,13,0,7,0,0,0,0,0,0,0,1,0,2,0,4,2,8,0,6,0,10,0,0,4,1,0,0,2,7,6,0,6,8,14,28,312,136,0,13,5,4,3,6,3784,41,13,1,0,0,0,3,0,0
