pid,Amoeba,Bacteriastrum,Chaetoceros,Ciliophora,Copepod_nauplii,Cryptophyta,Cylindrotheca,Dictyocha,Dinophyceae,Dinophyceae_morphotype3,Eutintinnus,Gonyaulax,Guinardia_striata,Gyrodinium,Katodinium_or_Torodinium,Laboea_strobila,Leptocylindrus_mediterraneus,Oxytoxum,Phaeocystis,Pleuronema,Pronoctiluca,Proterythropsis,Protoperidinium,Pseliodinium,Pseudo-nitzschia,Rhizosolenia,Strombidium_inclinatum,Strombidium_morphotype1,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Tiarina_fusus,Tripos,Tripos_furca,Tripos_fusus,Tripos_lineatus,Warnowia,bead,bubble,coccolithophorid,colony,detritus,detritus_theca_fragment,detritus_transparent,fecal_pellet,fiber,nanoplankton_mix,pennate,seta
D20210504T180721_IFCB115,7,0,2,11,0,24,0,0,78,6,1,0,2,0,2,0,2,1,3,0,0,0,0,0,2,2,0,1,0,0,5,0,0,1,0,0,0,37,71,27,0,287,0,33,1,10,2267,47,0
D20210504T183458_IFCB115,1,0,0,8,0,2,0,0,27,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,2,1,0,8,0,0,0,0,0,0,95,25,7,0,307,1,104,1,22,319,46,0
D20210504T185920_IFCB115,1,0,5,9,0,1,2,1,37,6,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,103,35,10,0,312,0,90,0,20,253,46,0
D20210504T192341_IFCB115,1,0,0,5,0,3,0,2,30,5,0,0,0,2,5,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,102,36,8,0,301,0,86,0,25,240,44,0
D20210505T153234_IFCB102,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,6,0,3,0,0,23,0,0
D20210505T153910_IFCB102,1,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,1,475,3,0
D20210505T171045_IFCB115,2,4,32,8,1,4,7,1,163,26,0,2,0,7,9,0,19,0,3,1,0,0,0,0,56,7,0,0,14,7,16,0,1,0,0,3,0,52,76,44,8,358,0,19,1,8,1370,56,2
D20210505T174402_IFCB115,3,5,40,5,3,3,7,0,150,34,1,0,1,0,5,0,31,0,1,0,0,0,0,1,61,13,0,0,1,2,10,0,0,0,0,5,0,24,34,14,2,217,0,21,0,8,1087,55,5
D20210505T181149_IFCB102,4,4,13,14,0,27,4,1,136,662,0,1,2,7,9,4,27,1,8,0,0,1,1,1,22,2,0,2,4,5,16,0,0,0,0,2,1,8,27,25,28,200,0,0,1,18,2384,36,6
D20210505T181905_IFCB115,3,2,23,12,0,12,5,7,181,35,0,4,1,11,13,2,32,0,24,1,0,1,1,0,55,5,0,0,9,4,19,0,1,0,0,0,0,56,39,22,10,311,0,13,0,6,915,56,8
D20210505T183607_IFCB102,3,12,57,6,0,20,9,1,131,321,0,0,7,7,13,8,18,0,11,0,0,0,0,1,34,4,0,0,18,16,21,0,0,0,0,8,4,3,53,31,32,135,0,3,1,14,2365,63,15
D20210505T190025_IFCB102,3,22,64,9,1,25,9,5,101,461,1,0,10,4,2,2,13,0,13,0,0,0,1,0,37,2,1,1,2,24,11,0,0,0,0,2,0,6,23,25,64,172,0,2,2,24,3305,66,7
D20210505T192320_IFCB102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
D20210505T192942_IFCB102,0,3,54,7,0,3,1,2,46,59,0,0,2,2,9,1,14,2,4,0,0,0,1,0,11,3,0,0,5,16,8,0,0,1,0,1,1,1,9,10,9,59,0,0,0,4,415,25,6
D20210505T194015_IFCB102,6,16,89,6,0,13,11,0,110,187,0,1,12,16,12,3,22,2,11,0,0,0,1,1,34,5,0,1,14,85,16,1,0,0,1,13,1,15,9,25,25,188,0,0,1,21,1796,103,20
D20210505T200433_IFCB102,3,28,81,6,1,31,9,4,161,686,0,0,22,2,12,1,29,1,14,1,0,0,0,0,53,1,0,1,6,64,16,0,0,0,0,7,0,12,3,34,50,225,0,3,1,19,2510,120,10
D20210505T202851_IFCB102,11,21,139,12,1,26,11,3,187,740,0,2,4,5,4,1,30,0,15,0,0,0,0,0,49,3,0,0,11,35,28,0,0,1,0,6,2,12,46,37,62,242,0,1,1,20,2558,84,12
D20210505T205310_IFCB102,6,24,168,10,2,36,21,2,183,644,0,2,7,8,15,3,46,1,11,0,1,0,0,1,54,7,0,2,5,21,12,2,0,0,0,9,0,18,34,30,43,290,0,2,0,19,1954,90,8
D20210505T211728_IFCB102,11,14,66,13,0,31,10,6,176,735,0,1,2,3,15,5,28,0,3,1,0,0,1,0,41,0,1,2,3,7,25,0,0,0,0,7,0,12,7,36,53,269,0,4,3,16,2445,86,3
D20210505T214147_IFCB102,1,6,39,13,0,30,3,2,153,715,0,2,2,2,9,2,11,1,17,0,0,0,1,0,13,2,0,0,0,3,22,0,0,0,0,3,0,3,9,33,106,289,0,1,0,40,3744,52,0
D20210505T222258_IFCB102,3,1,2,4,0,17,2,3,76,527,1,0,0,2,3,0,0,0,9,1,0,0,1,0,4,1,0,1,0,0,7,0,0,0,0,1,0,0,39,19,95,244,0,1,0,34,4151,52,1
D20210505T224718_IFCB102,0,1,2,2,0,9,0,0,33,286,0,1,0,0,2,0,1,0,5,0,0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,20,8,47,122,0,0,0,14,2077,21,0
D20210505T230226_IFCB102,1,0,2,4,0,26,0,5,60,576,1,2,1,1,2,0,0,0,8,1,0,0,0,0,8,0,0,0,0,1,9,0,1,0,0,0,0,0,17,23,72,252,0,1,2,28,4018,40,0
D20210505T232645_IFCB102,4,2,1,2,0,24,1,4,59,512,0,1,0,0,1,0,1,0,7,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,1,26,30,76,242,0,1,0,31,4040,37,0
D20210505T235106_IFCB102,0,4,3,3,0,19,2,5,59,533,1,0,0,0,3,0,0,0,5,0,0,0,0,0,11,0,0,1,0,5,9,0,0,0,0,1,0,0,20,26,101,240,0,0,0,28,3930,65,0
D20210506T000610_IFCB115,3,6,6,23,1,18,4,9,231,178,4,1,0,1,3,1,1,2,13,1,0,0,0,0,10,0,0,0,0,2,40,0,0,1,0,2,0,63,29,70,15,551,1,18,4,7,2436,115,2
D20210506T001526_IFCB102,2,2,2,1,0,15,3,5,61,567,1,0,2,0,4,0,0,0,7,0,1,0,0,0,8,1,0,0,0,0,17,0,0,0,0,0,0,0,10,12,91,257,0,2,0,31,3760,45,0
D20210506T003031_IFCB115,4,7,2,20,0,24,1,10,297,205,3,4,1,0,12,0,0,2,11,0,0,0,2,0,13,1,0,1,1,2,23,1,0,0,0,3,0,26,18,71,18,516,1,22,2,9,2306,103,1
D20210506T003947_IFCB102,1,4,1,5,0,16,1,3,62,540,1,0,1,0,6,0,1,0,11,0,0,0,0,0,2,0,0,0,0,1,16,0,0,0,0,0,0,0,17,15,73,265,0,0,0,25,3650,58,0
D20210506T005453_IFCB115,1,3,7,17,1,25,4,10,277,183,3,0,0,0,14,0,3,0,14,0,0,0,0,0,12,0,0,0,3,1,25,1,2,1,0,4,0,41,21,52,21,511,0,15,2,2,2358,97,1
D20210506T010823_IFCB102,2,1,6,6,0,20,1,4,84,715,2,0,1,1,5,0,0,0,13,0,0,0,1,0,10,2,0,0,0,1,25,0,0,0,0,1,0,2,10,28,107,294,0,1,1,35,4685,65,0
D20210506T012043_IFCB115,5,5,5,14,1,21,9,10,259,167,4,2,1,2,8,0,1,0,7,0,0,0,1,0,11,2,0,3,1,2,27,0,0,0,0,1,1,18,49,67,19,553,0,27,0,8,2114,101,1
D20210506T013243_IFCB102,4,6,8,0,0,34,5,3,78,694,0,2,1,0,6,0,1,0,6,0,0,0,1,0,8,0,0,2,1,0,15,0,0,0,1,1,0,1,11,31,116,296,0,1,0,31,4570,56,0
D20210506T014504_IFCB115,3,7,4,16,1,18,3,7,256,170,1,1,3,1,9,1,3,1,6,0,0,0,0,0,4,0,0,1,1,1,19,1,0,0,0,1,0,32,13,73,12,625,1,30,0,12,2254,113,1
D20210506T020133_IFCB102,4,15,40,5,0,36,9,6,135,831,0,3,10,7,15,1,16,0,18,0,0,0,0,0,46,0,0,1,2,10,21,0,1,0,0,6,3,0,26,28,64,208,0,2,4,22,3057,100,3
D20210506T020927_IFCB115,0,6,8,13,0,19,9,12,264,131,3,2,1,0,7,0,1,3,7,0,0,0,0,0,10,0,0,0,5,2,21,0,1,1,0,2,1,25,12,60,20,625,0,34,4,12,2186,106,2
D20210506T022551_IFCB102,4,23,26,12,1,27,7,9,146,968,0,2,3,1,17,0,27,1,17,0,0,1,0,0,26,5,0,3,4,12,18,0,0,0,0,7,0,1,19,30,51,249,1,1,1,27,2691,79,3
D20210506T023515_IFCB115,1,4,3,10,0,6,3,5,82,29,3,0,0,6,8,0,0,3,2,0,0,1,0,0,3,0,0,1,2,2,13,0,0,0,0,2,0,27,27,20,1,596,0,65,2,20,559,113,0
D20210506T025010_IFCB102,7,24,37,20,0,24,8,6,175,713,1,1,3,6,21,0,20,0,17,0,0,0,2,0,34,2,0,0,2,4,23,0,0,0,0,10,0,0,16,23,67,247,0,0,2,16,2476,72,7
D20210506T025938_IFCB115,4,4,6,10,0,8,2,2,91,34,1,0,1,0,8,0,0,1,1,0,2,0,1,0,11,3,1,0,1,6,9,0,0,0,0,0,0,28,13,30,2,565,1,49,1,21,549,94,1
D20210506T031428_IFCB102,0,31,90,17,1,6,12,4,143,290,3,4,3,10,10,1,40,0,8,0,0,0,1,0,47,5,0,2,2,15,21,0,0,0,0,5,3,8,28,27,37,235,0,5,2,6,2002,53,3
D20210506T032359_IFCB115,1,7,2,8,0,13,2,3,85,31,1,0,1,3,5,0,2,2,0,0,0,1,1,0,13,1,0,0,2,1,7,0,0,0,0,0,0,43,8,25,4,529,0,52,1,28,585,103,0
D20210506T033846_IFCB102,3,57,293,10,0,3,27,1,136,107,0,0,2,20,18,0,40,2,26,0,0,0,0,1,127,9,0,2,4,32,17,0,0,0,0,8,2,4,25,17,46,200,1,4,3,8,1104,126,9
D20210506T035603_IFCB115,1,1,5,6,0,3,0,2,36,15,2,0,1,1,6,0,2,0,0,1,1,0,0,0,8,3,0,0,2,2,8,0,0,0,0,0,0,42,6,26,1,318,1,57,2,13,292,49,0
D20210506T040306_IFCB102,3,17,107,13,0,1,17,3,131,113,0,4,1,12,10,1,27,1,10,0,0,1,1,1,41,1,0,3,6,13,28,0,0,0,0,1,0,9,31,30,31,136,0,4,0,4,988,41,3
D20210506T042024_IFCB115,2,2,2,5,0,2,3,4,28,4,0,0,0,2,3,0,1,0,0,0,0,0,0,0,4,4,0,1,0,1,6,1,0,0,0,0,0,53,6,21,1,366,0,65,4,8,271,54,0
D20210506T042723_IFCB102,0,19,73,9,0,3,22,4,142,83,0,5,3,12,14,1,30,2,5,1,0,0,1,1,26,3,0,1,8,6,28,0,0,0,0,1,2,6,24,29,17,119,0,2,1,4,1248,39,3
D20210506T044445_IFCB115,1,2,1,5,0,6,3,4,45,6,1,0,1,1,3,0,1,0,0,1,0,0,0,0,3,0,0,1,0,1,7,0,0,0,0,0,0,35,19,12,0,389,2,59,3,11,282,47,0
D20210506T045143_IFCB102,4,17,80,10,0,2,25,2,138,90,0,1,4,12,18,0,33,1,10,0,1,0,0,1,57,4,0,2,5,10,21,1,1,0,1,5,4,0,17,24,16,149,0,3,0,5,1430,40,12
D20210506T051602_IFCB102,2,68,253,10,0,5,33,0,131,111,0,3,6,11,19,1,40,1,20,0,0,0,1,1,121,16,0,1,6,19,32,0,0,0,1,11,2,2,25,26,32,218,1,2,1,7,1422,89,14
D20210506T054020_IFCB102,2,194,417,12,0,3,30,2,134,95,0,2,5,23,20,1,56,5,15,0,0,0,2,1,302,23,0,0,0,77,13,0,0,0,1,9,3,1,28,26,44,318,0,3,0,5,1393,116,77
D20210506T060439_IFCB102,1,73,304,13,1,1,34,1,149,86,0,2,4,10,14,2,40,1,14,0,0,1,0,1,128,16,0,0,6,39,27,1,1,0,2,7,0,7,26,39,27,207,0,4,1,9,1484,106,35
D20210506T062859_IFCB102,2,123,408,15,0,0,27,3,129,82,0,4,5,17,18,0,44,2,19,0,0,1,3,1,204,19,2,1,8,51,23,0,0,0,1,5,3,4,18,29,44,254,0,5,1,9,1345,126,49
D20210506T065318_IFCB102,6,172,425,9,0,6,29,1,101,57,0,2,3,10,13,1,43,1,13,0,0,0,0,1,323,22,0,0,5,77,25,1,0,0,2,6,2,5,14,21,63,288,0,2,0,13,1027,167,67
D20210506T071737_IFCB102,0,159,554,15,0,3,34,3,105,83,1,1,3,10,6,1,34,7,16,0,0,0,1,0,429,38,0,0,1,101,26,0,0,0,1,8,4,2,19,30,49,368,1,3,0,22,1295,167,73
D20210506T074157_IFCB102,3,189,411,14,0,4,19,1,120,96,0,2,4,11,22,2,26,0,16,0,0,0,0,0,510,44,0,0,0,71,29,2,0,0,0,6,0,8,22,27,53,359,0,2,0,23,1452,149,120
D20210506T080616_IFCB102,1,222,212,10,0,5,30,1,115,106,0,0,4,9,7,0,26,2,13,1,0,1,0,1,627,32,0,0,0,67,36,0,0,0,0,7,0,5,46,39,37,319,0,7,1,25,1363,142,159
D20210506T083035_IFCB102,2,206,292,9,0,3,15,2,100,112,0,0,1,8,13,0,24,0,12,0,0,0,0,0,575,43,0,0,1,69,29,1,0,0,0,4,3,7,25,24,45,358,0,1,2,33,1397,163,120
D20210506T085454_IFCB102,1,211,334,11,0,3,26,2,107,97,0,1,4,11,12,3,29,0,14,1,0,0,1,1,579,31,0,0,2,65,31,0,1,1,1,4,2,9,16,21,41,317,0,3,1,19,1436,155,134
D20210506T091913_IFCB102,2,210,305,13,0,2,22,3,114,99,0,2,3,8,17,2,29,3,15,0,0,1,1,1,593,41,0,0,2,65,31,0,0,0,0,5,1,6,28,29,36,386,0,5,0,22,1496,166,134
D20210506T094331_IFCB102,2,199,308,13,0,0,28,0,140,103,0,0,5,12,18,3,19,0,10,0,0,0,0,1,563,48,0,0,0,55,19,0,0,0,0,6,2,6,19,22,34,351,0,1,1,15,1378,148,137
D20210506T100749_IFCB102,0,189,287,18,0,4,27,0,121,103,1,3,8,9,8,3,36,0,13,0,0,0,2,0,589,43,0,0,2,63,23,0,0,2,0,8,0,7,17,41,45,341,1,4,0,17,1378,172,151
D20210506T103209_IFCB102,2,256,417,8,1,2,27,3,90,49,0,2,5,8,13,0,30,0,16,0,0,0,0,0,655,43,0,0,3,98,28,0,0,0,0,3,0,2,10,43,53,385,0,6,1,14,1140,184,90
D20210506T112917_IFCB102,2,238,157,7,0,2,30,2,91,69,0,0,1,4,12,0,29,0,26,1,0,0,0,2,631,41,0,2,1,66,37,0,0,0,1,7,0,11,115,25,31,348,0,3,0,14,1291,127,108
D20210506T115336_IFCB102,1,216,146,18,0,3,17,1,115,88,0,1,1,10,14,3,24,1,10,0,0,0,2,0,617,41,0,0,0,77,28,0,0,0,2,8,0,3,68,29,34,330,0,2,0,11,1451,130,114
D20210506T121754_IFCB102,2,201,111,8,0,2,10,1,134,128,0,2,4,9,6,0,32,0,9,0,0,0,0,1,592,39,0,1,1,57,29,0,0,0,1,6,1,7,41,29,37,316,0,6,0,13,1657,158,143
D20210506T124213_IFCB102,2,183,110,6,0,1,11,3,93,85,0,3,2,8,8,1,34,1,12,0,0,0,1,1,533,31,0,0,1,62,28,0,1,0,0,5,1,4,50,23,22,257,0,3,1,14,1317,139,118
D20210506T130632_IFCB102,2,268,159,11,0,4,20,6,110,83,0,2,4,11,11,1,31,3,17,0,0,0,0,0,719,44,0,0,1,78,22,0,0,0,1,13,0,7,48,35,28,346,0,3,0,16,1387,176,104
D20210506T133051_IFCB102,1,228,144,14,0,3,20,0,139,92,2,1,4,6,13,3,30,0,11,1,1,0,1,0,696,53,0,3,2,67,28,0,0,1,1,12,2,5,45,21,27,346,0,3,2,11,1353,129,90
D20210506T135511_IFCB102,1,240,156,11,1,6,26,2,133,119,0,4,5,12,14,4,29,2,15,1,0,0,0,0,656,42,0,0,2,64,35,1,0,0,1,12,0,12,36,28,33,338,2,2,1,21,1425,180,130
D20210506T141932_IFCB102,1,238,159,10,1,2,16,4,146,100,2,2,4,11,7,1,32,1,16,0,0,0,4,0,629,43,0,1,2,63,40,0,1,0,0,4,0,10,26,25,28,266,0,11,1,9,1348,162,107
D20210506T145900_IFCB115,1,90,89,13,0,1,6,2,75,3,0,0,1,8,12,2,18,0,13,1,0,0,0,0,328,21,0,0,1,34,18,0,0,0,1,2,0,14,12,16,4,218,1,32,0,5,227,56,47
D20210506T151430_IFCB102,1,240,358,8,1,0,20,2,116,55,0,3,1,7,11,0,25,0,14,0,0,0,0,0,635,30,0,0,1,62,22,0,0,1,0,6,0,8,34,36,33,425,0,4,0,9,980,186,74
D20210506T151704_IFCB115,1,76,93,3,0,2,5,1,62,2,0,1,2,2,3,1,25,0,5,1,0,0,1,0,237,7,0,0,2,24,8,1,0,0,0,2,0,6,8,12,6,134,0,11,2,2,142,28,28
D20210506T153849_IFCB102,1,236,274,16,0,0,22,1,137,88,0,0,1,9,15,0,38,0,13,0,0,0,0,1,622,35,0,0,0,56,44,1,0,0,0,9,3,11,20,34,36,414,0,4,2,14,1193,179,76
D20210506T153936_IFCB115,2,139,155,17,1,2,13,1,119,6,1,1,2,17,15,1,36,0,12,0,0,0,0,1,593,39,0,2,3,37,23,1,0,0,0,9,1,22,17,17,8,366,0,11,0,1,373,81,81
D20210506T160307_IFCB102,2,210,175,14,1,2,15,3,166,144,4,1,3,9,17,1,35,1,17,0,0,0,0,0,667,48,0,0,0,53,34,1,0,0,1,6,0,13,19,18,32,367,0,4,1,19,1370,193,124
D20210506T162726_IFCB102,4,211,178,9,1,9,25,2,157,123,2,1,2,5,16,2,22,1,21,0,0,1,3,0,753,42,0,0,1,74,27,0,0,0,3,5,0,8,21,28,27,367,0,4,0,13,1423,163,143
D20210506T165145_IFCB102,2,194,125,14,0,0,18,2,166,108,4,1,2,10,11,1,25,1,17,0,0,0,0,0,634,33,0,0,0,49,36,0,0,0,1,12,0,13,16,23,29,301,1,3,1,5,1250,139,104
D20210506T171603_IFCB102,1,239,128,7,0,2,19,3,193,163,0,0,4,10,16,7,26,1,14,2,0,0,1,0,609,35,0,0,2,48,41,0,0,0,2,18,2,10,17,30,37,280,0,2,0,11,1613,120,150
D20210506T174022_IFCB102,3,280,136,18,1,2,11,3,180,134,0,2,3,13,15,1,16,2,18,0,0,0,0,1,628,40,0,0,0,59,28,0,0,0,1,17,2,11,21,30,29,304,0,1,0,14,1609,114,124
D20210506T180440_IFCB102,2,212,119,8,0,3,15,1,151,127,0,0,4,9,13,3,31,6,22,0,0,0,1,1,697,54,0,0,0,65,29,2,0,0,0,9,4,13,16,31,44,292,0,2,0,13,1672,145,131
D20210506T182859_IFCB102,2,201,101,7,0,5,15,2,177,145,1,1,3,10,18,1,26,1,22,0,0,0,1,0,603,39,0,0,1,56,31,1,0,0,1,13,0,9,13,25,36,263,0,1,1,5,1919,146,136
D20210506T185317_IFCB102,0,185,100,9,0,4,14,3,170,164,0,0,3,8,9,4,26,0,16,0,1,0,1,0,490,26,1,0,2,58,22,0,1,0,0,11,0,8,10,20,36,222,0,7,1,8,1990,131,131
D20210506T191735_IFCB102,1,192,92,7,0,11,8,2,162,164,0,1,3,6,8,2,26,0,20,0,0,0,1,1,463,39,0,0,1,58,24,0,0,0,0,17,1,19,6,25,40,248,0,4,0,20,1834,147,146
D20210506T194155_IFCB102,0,193,115,12,0,3,11,0,165,128,0,1,5,10,19,1,40,2,20,0,0,0,1,0,523,48,0,1,2,55,39,0,0,2,0,8,1,22,16,27,23,243,1,3,0,15,2004,134,152
D20210506T200613_IFCB102,1,168,99,5,0,6,14,2,159,153,0,0,5,14,11,5,27,0,28,0,0,1,0,0,436,30,0,1,2,40,27,0,0,0,3,8,0,17,12,21,33,230,0,1,1,4,2065,108,121
D20210506T203034_IFCB102,0,176,94,15,1,8,14,1,153,138,0,1,6,6,12,7,25,1,18,1,0,0,1,0,435,29,0,0,3,55,32,0,1,0,1,9,0,16,7,36,38,255,0,2,0,12,2025,147,113
D20210506T205452_IFCB102,2,159,96,22,0,5,10,1,199,162,0,1,5,8,11,6,23,2,15,0,0,0,1,0,488,39,0,0,1,56,32,1,0,1,1,14,1,16,4,29,42,218,0,2,0,5,2147,130,73
D20210506T211912_IFCB102,0,183,91,11,1,3,12,2,166,163,0,3,0,15,12,1,31,2,17,0,0,0,0,0,463,26,0,0,3,44,31,0,0,0,0,7,0,16,9,23,40,228,0,4,0,1,2159,131,80
D20210506T214331_IFCB102,3,247,128,10,0,1,18,2,144,122,0,0,1,13,13,2,29,0,19,0,0,0,1,0,557,35,0,0,0,57,18,2,0,0,0,2,1,7,8,18,46,266,1,2,1,5,2062,125,109
D20210506T220749_IFCB102,0,221,148,15,0,1,10,2,171,174,1,1,4,11,15,6,22,1,15,0,0,0,2,0,529,41,0,0,1,58,21,0,0,0,0,11,1,11,8,31,35,226,0,6,0,8,2108,120,96
D20210506T223208_IFCB102,1,196,140,14,1,4,12,3,173,167,0,1,3,14,22,2,30,0,16,0,1,0,0,0,569,33,0,0,1,52,35,1,0,0,0,20,1,12,12,32,31,262,0,5,0,4,2123,141,84
D20210506T225626_IFCB102,2,231,121,14,0,4,16,2,197,148,1,0,1,17,14,7,25,0,16,0,0,1,2,0,579,33,0,0,1,64,26,1,0,0,0,16,0,7,11,25,37,239,0,5,0,7,1849,119,90
D20210506T232045_IFCB102,1,183,105,6,1,6,16,2,189,172,0,0,1,19,12,6,27,1,23,0,0,0,2,0,497,42,0,1,1,50,25,0,0,0,1,13,0,7,16,34,27,254,0,1,0,11,1860,110,62
D20210506T234505_IFCB102,0,235,132,13,1,3,15,1,175,134,1,1,2,9,21,6,19,0,16,1,0,1,0,0,540,37,0,0,1,48,26,0,0,0,0,19,1,10,12,24,23,275,0,1,2,10,1923,138,89
D20210507T000923_IFCB102,2,221,133,10,0,2,13,1,123,104,0,0,4,8,9,2,33,1,18,0,0,0,0,0,604,43,0,0,0,56,26,1,0,0,0,9,2,5,4,34,36,264,0,0,0,5,1813,159,85
D20210507T003341_IFCB102,3,236,229,7,0,0,11,4,123,96,0,0,3,12,11,1,44,1,16,0,0,0,0,0,669,38,1,0,0,70,39,1,1,0,0,6,3,5,15,29,39,306,0,4,0,13,1725,171,110
D20210507T005800_IFCB102,0,237,199,12,0,3,18,2,135,107,0,1,6,13,20,3,35,0,24,0,0,1,1,0,650,48,0,1,4,82,27,0,1,1,0,8,4,9,10,28,29,325,0,6,1,10,1704,142,80
D20210507T012218_IFCB102,5,247,182,11,0,4,19,4,133,106,0,1,2,5,11,0,32,1,23,0,0,0,1,0,661,44,0,0,1,84,25,0,0,0,1,6,1,5,3,28,33,317,1,2,1,15,1703,171,83
D20210507T014638_IFCB102,3,276,241,9,0,1,28,2,147,101,0,1,3,7,20,1,32,1,15,0,1,0,1,0,786,46,0,1,0,72,35,0,0,0,0,6,3,9,8,29,41,330,0,8,0,11,1672,183,121
D20210507T021056_IFCB102,1,283,187,8,0,4,21,4,124,112,0,0,5,8,13,1,33,1,31,0,1,0,1,0,750,52,0,0,0,80,28,0,1,0,0,5,2,6,11,35,44,292,1,7,2,14,1647,167,115
D20210507T023514_IFCB102,1,229,178,5,0,1,28,1,142,108,0,5,5,5,9,0,37,1,12,0,0,0,2,0,784,47,0,0,1,74,27,0,0,1,1,3,1,8,8,29,36,333,2,6,0,21,1679,162,116
D20210507T025933_IFCB102,6,301,178,6,0,5,18,4,125,93,1,0,1,13,12,0,46,0,34,1,0,0,0,0,764,58,0,1,1,69,31,0,0,0,1,12,0,1,11,24,53,350,0,1,1,12,1625,154,133
D20210507T032351_IFCB102,0,252,172,8,0,5,23,1,142,113,0,2,2,5,14,2,36,0,16,0,0,0,0,0,626,35,0,0,1,68,38,1,1,1,1,3,1,8,6,28,32,290,0,6,1,19,1714,150,102
D20210507T032739_IFCB115,1,151,109,8,1,1,17,0,120,9,0,2,3,11,6,1,27,3,5,0,0,0,0,0,506,40,0,0,2,32,22,0,3,0,1,2,2,17,122,27,8,313,0,23,0,5,403,75,41
D20210507T034809_IFCB102,2,259,179,8,0,4,19,1,121,147,1,1,1,14,11,4,26,2,21,1,0,0,1,0,588,41,1,2,0,100,29,1,0,0,1,12,2,6,8,27,40,295,0,5,0,9,1661,145,123
D20210507T035202_IFCB115,2,125,82,5,0,3,18,0,151,16,0,2,1,14,11,2,25,1,7,0,0,1,0,0,467,37,0,0,1,16,23,0,0,0,0,4,1,39,18,27,12,302,0,25,1,10,394,73,45
D20210507T041227_IFCB102,0,281,169,10,1,1,9,2,131,189,0,0,1,12,17,6,34,1,12,0,0,1,0,1,635,45,0,0,1,71,33,0,0,0,0,24,2,3,8,20,20,239,0,7,1,16,1672,102,115
D20210507T041624_IFCB115,2,127,83,7,1,4,5,2,134,14,1,0,1,15,11,0,15,1,13,0,0,0,1,0,462,36,0,0,1,28,19,0,1,0,0,5,2,45,7,27,9,267,1,27,0,6,425,63,60
D20210507T043648_IFCB102,2,266,169,12,0,5,21,5,127,182,1,1,3,10,15,2,35,0,25,0,0,1,1,0,681,48,1,0,1,71,43,0,0,0,1,19,1,2,4,25,32,350,0,6,0,23,1857,133,145
D20210507T044148_IFCB115,1,165,102,13,0,2,22,2,92,10,0,0,5,8,10,0,32,1,4,1,0,0,0,0,537,39,0,3,1,46,18,0,0,0,0,1,2,23,17,30,9,574,2,38,1,18,530,81,49
D20210507T050108_IFCB102,3,246,153,11,6,2,18,6,114,191,0,1,1,12,21,4,36,1,9,0,0,0,3,0,629,37,1,0,0,57,25,0,0,1,2,15,1,10,8,27,41,290,0,4,0,11,1878,151,163
D20210507T050612_IFCB115,2,163,84,7,1,3,19,2,100,17,0,1,2,12,9,0,22,0,4,0,0,0,1,0,561,31,0,1,2,32,17,0,0,0,0,0,0,20,17,43,15,784,0,36,2,19,528,77,66
D20210507T052526_IFCB102,0,262,121,9,0,7,13,3,116,188,1,0,3,14,9,3,36,1,15,0,0,0,1,0,574,45,0,0,2,58,28,1,0,0,1,15,1,6,6,28,35,250,2,0,1,13,1832,113,131
D20210507T053035_IFCB115,2,138,84,10,1,0,20,2,88,10,1,0,7,11,6,1,21,2,5,0,0,1,0,0,489,30,0,1,2,30,28,0,0,0,1,2,1,35,11,34,10,834,0,12,0,21,550,103,36
D20210507T054946_IFCB102,3,210,131,18,0,6,8,1,119,184,0,1,4,12,19,2,19,0,15,0,0,0,1,1,562,33,0,1,3,64,28,1,1,1,0,11,1,6,2,26,40,236,0,3,0,20,1955,122,139
D20210507T055700_IFCB115,2,58,66,3,1,6,14,0,74,19,0,0,0,12,5,0,15,2,2,0,1,0,2,0,308,43,0,0,0,28,23,0,0,1,0,0,0,44,21,22,4,353,0,21,4,10,322,97,29
D20210507T061405_IFCB102,2,226,127,9,0,6,18,1,125,165,1,0,3,14,23,1,19,0,13,0,0,1,0,0,579,43,0,0,3,80,28,0,0,0,1,7,3,2,4,26,34,283,0,4,0,17,1932,135,175
D20210507T062122_IFCB115,3,54,42,7,0,2,5,1,85,9,0,0,4,2,7,0,13,1,4,1,0,1,1,0,321,40,0,0,0,16,32,0,0,0,0,0,1,28,31,16,8,354,0,33,3,11,252,81,25
