pid,Amoeba,Bacteriastrum,Chaetoceros,Ciliophora,Copepod_nauplii,Cryptophyta,Cylindrotheca,Dictyocha,Dinophyceae,Dinophyceae_morphotype3,Eutintinnus,Gonyaulax,Guinardia_striata,Gyrodinium,Katodinium_or_Torodinium,Laboea_strobila,Leptocylindrus_mediterraneus,Oxytoxum,Phaeocystis,Pleuronema,Pronoctiluca,Proterythropsis,Protoperidinium,Pseliodinium,Pseudo-nitzschia,Rhizosolenia,Strombidium_inclinatum,Strombidium_morphotype1,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Tiarina_fusus,Tripos,Tripos_furca,Tripos_fusus,Tripos_lineatus,Warnowia,bead,bubble,coccolithophorid,colony,detritus,detritus_theca_fragment,detritus_transparent,fecal_pellet,fiber,nanoplankton_mix,pennate,seta
D20210513T180929_IFCB102,6,12,58,8,0,21,32,1,142,323,0,0,2,0,4,0,4,2,17,0,0,0,0,0,130,14,0,1,3,9,45,0,0,1,0,0,0,56,0,34,44,396,0,2,1,22,4718,154,10
D20210513T182937_IFCB115,3,95,154,15,2,14,30,1,226,86,0,2,3,5,9,1,14,1,10,1,0,0,3,0,189,19,0,1,9,41,11,0,0,0,0,3,0,9,4,71,10,405,0,42,2,30,1550,56,11
D20210513T183347_IFCB102,7,30,49,11,0,15,16,8,142,310,0,1,0,1,6,0,6,0,17,1,0,0,0,0,141,12,0,0,1,18,59,0,2,0,0,4,0,57,0,36,41,445,0,6,0,19,4429,170,8
D20210513T185400_IFCB115,3,68,124,13,1,13,23,2,175,70,0,0,5,5,13,0,6,0,6,0,1,0,3,0,200,14,0,1,8,31,8,1,1,0,0,1,1,5,3,57,10,328,1,37,2,23,1609,44,14
D20210513T185806_IFCB102,2,26,52,11,0,19,17,5,149,354,0,1,3,1,8,0,3,0,17,1,0,1,0,0,157,5,0,0,5,20,52,0,0,0,0,4,0,46,2,40,51,349,0,3,1,12,4436,190,5
D20210513T192225_IFCB102,4,31,117,13,0,10,26,11,160,333,0,1,1,2,8,0,6,1,15,0,0,0,0,0,247,16,0,0,7,28,64,0,0,1,0,4,0,33,1,44,52,487,0,6,0,39,4343,297,12
D20210513T192228_IFCB115,2,59,115,10,0,9,20,2,68,21,0,1,1,0,2,1,5,2,0,0,1,0,1,0,155,14,0,0,2,60,14,0,1,0,0,2,1,9,1,33,2,406,0,43,0,33,490,64,5
D20210513T194644_IFCB102,2,45,168,9,0,9,12,4,121,159,0,0,3,4,11,0,7,1,17,1,0,0,0,0,271,18,0,2,4,26,33,0,0,0,0,4,0,27,1,40,35,465,0,7,2,33,3640,246,15
D20210513T194650_IFCB115,1,42,100,6,0,3,13,2,70,15,0,0,1,1,6,0,5,4,2,0,0,0,0,0,144,13,0,0,5,56,17,0,0,0,0,0,1,6,18,29,1,417,0,46,0,30,485,66,5
D20210513T201103_IFCB102,4,52,201,7,0,9,27,2,128,164,1,0,5,1,4,0,6,1,27,0,0,0,0,0,365,29,0,0,9,45,37,0,0,1,0,3,0,49,1,52,34,489,0,1,2,24,3998,311,19
D20210513T201110_IFCB115,2,46,92,10,0,7,21,3,71,19,0,0,1,2,5,0,6,2,1,0,1,0,0,0,148,9,0,1,0,44,21,0,0,0,0,1,1,14,4,40,6,427,0,39,0,42,480,76,7
D20210513T203521_IFCB102,5,64,195,11,0,13,28,8,141,165,1,1,3,3,7,0,5,1,22,0,0,0,0,0,378,22,0,0,7,40,34,0,0,0,0,8,0,25,2,42,37,607,0,6,1,28,4016,327,14
D20210513T203922_IFCB115,2,8,15,2,0,4,2,4,35,12,0,0,0,1,4,0,0,1,1,0,0,0,1,0,31,6,0,0,2,21,8,0,0,0,0,0,2,8,7,17,0,297,1,45,0,28,239,25,0
D20210513T205940_IFCB102,4,94,223,11,0,8,20,6,119,116,0,1,6,3,7,1,8,0,31,0,0,0,1,0,280,19,0,0,15,23,35,0,0,0,0,2,1,27,1,35,24,491,0,15,0,33,3263,264,10
D20210513T210343_IFCB115,2,8,19,5,0,6,1,3,24,11,0,0,2,0,4,1,2,1,0,0,0,0,0,0,26,6,0,0,1,18,9,0,0,0,0,0,0,13,3,19,0,255,0,43,1,30,230,24,3
D20210513T212358_IFCB102,3,117,234,16,0,7,30,4,136,141,0,1,5,7,4,0,4,0,26,0,0,1,1,0,335,19,0,1,5,30,30,0,0,1,0,3,1,24,1,34,30,552,0,7,0,25,3346,278,18
D20210513T212803_IFCB115,2,7,23,5,0,5,1,2,27,14,0,0,0,1,0,0,1,2,0,0,0,0,0,0,21,6,0,0,3,12,9,0,0,0,0,0,0,9,5,12,1,271,0,34,0,28,211,22,3
D20210513T214817_IFCB102,3,115,249,12,0,7,25,4,109,134,1,0,8,5,4,2,6,0,16,0,0,1,0,0,345,23,0,2,5,47,35,0,0,0,0,3,0,30,1,52,34,538,0,2,0,21,3395,244,17
D20210513T221235_IFCB102,0,113,257,12,0,9,35,4,123,148,0,1,7,14,9,0,1,0,22,0,0,0,0,0,309,30,0,0,3,37,42,0,0,0,0,11,0,22,1,31,24,498,0,5,0,20,3174,269,15
D20210513T223653_IFCB102,0,106,291,10,0,6,39,3,102,138,1,0,4,6,4,2,5,0,33,0,0,0,0,0,382,32,0,2,2,32,31,0,0,1,0,2,0,16,1,26,46,442,0,3,0,21,3126,269,12
D20210513T230112_IFCB102,8,119,250,7,0,6,33,3,111,161,0,1,0,6,6,0,1,1,14,0,0,0,1,0,423,32,0,1,4,27,32,1,0,2,0,4,0,17,0,21,31,418,0,7,1,13,3055,239,10
D20210513T232530_IFCB102,7,87,215,16,0,9,28,3,89,130,1,1,5,5,6,0,1,0,20,0,0,0,0,0,272,24,0,3,1,31,25,0,0,0,0,11,0,15,0,34,27,584,0,20,0,16,2707,220,11
D20210513T234948_IFCB102,1,106,228,15,0,7,32,1,96,131,1,2,6,6,3,1,2,0,17,0,0,0,0,0,378,30,0,0,0,25,24,0,0,0,0,3,2,15,0,23,26,443,0,10,0,17,2730,239,12
D20210514T001407_IFCB102,2,5,27,12,0,29,11,7,173,501,0,1,0,0,7,0,4,2,12,0,1,0,0,0,86,10,0,0,9,14,24,0,0,2,1,5,0,17,1,25,43,300,0,3,0,17,4402,119,2
D20210514T003826_IFCB102,1,6,18,3,0,25,10,6,152,477,1,1,2,0,6,0,3,0,9,1,0,0,0,0,72,6,0,0,1,13,41,0,0,0,0,5,0,12,2,39,49,342,0,2,0,20,4483,121,6
D20210514T010245_IFCB102,5,9,13,7,0,8,10,5,115,450,1,0,0,0,6,0,0,0,9,0,0,0,0,0,47,5,0,0,4,7,46,0,0,0,0,1,0,18,1,24,47,236,0,7,1,25,4844,93,2
D20210514T012703_IFCB102,4,5,14,10,0,17,17,5,92,449,1,2,0,0,5,0,1,0,10,0,0,0,0,0,78,4,0,0,0,6,43,0,2,0,0,6,0,10,3,30,45,387,1,5,0,32,4576,124,1
D20210514T015121_IFCB102,3,1,14,4,0,20,8,4,95,497,0,0,0,0,6,0,5,1,11,1,0,0,0,0,50,8,0,0,0,5,29,1,0,1,0,2,0,12,0,33,72,327,0,3,2,29,4728,108,3
D20210514T021540_IFCB102,7,2,10,4,0,20,5,5,106,431,1,1,1,1,4,0,4,0,9,0,0,0,0,0,38,8,0,0,2,5,52,0,0,0,0,5,0,25,1,23,66,373,0,3,0,22,4485,125,4
D20210514T023958_IFCB102,1,7,17,6,0,15,10,6,102,440,1,1,0,1,3,0,4,1,13,0,0,2,0,0,80,10,0,0,3,14,50,0,0,0,0,2,0,25,2,40,60,490,2,5,4,33,4643,179,4
D20210514T030417_IFCB102,2,1,13,3,0,18,1,11,82,449,2,1,2,0,5,0,4,0,10,0,0,0,1,0,47,8,0,1,2,5,44,1,0,0,0,1,0,16,1,34,59,357,0,1,2,23,4697,127,1
D20210514T032835_IFCB102,6,7,11,8,0,20,9,4,103,459,0,1,0,0,4,0,5,0,17,0,0,0,0,0,70,2,0,0,1,9,51,0,0,0,0,2,0,16,2,23,57,387,0,4,2,28,4490,89,2
D20210514T035255_IFCB102,4,3,29,4,0,14,14,8,129,391,0,1,1,0,7,0,4,0,10,0,0,0,1,0,120,7,0,0,4,12,50,0,1,0,0,0,0,23,0,44,20,349,1,3,1,22,4080,139,1
D20210514T041713_IFCB102,3,9,29,0,0,9,23,3,105,398,0,0,1,0,2,0,6,0,16,1,1,0,1,0,159,11,0,0,5,18,49,0,0,0,0,3,1,11,0,32,26,424,0,6,3,22,4211,127,3
D20210514T044133_IFCB102,6,6,25,5,0,6,8,2,96,250,0,0,1,0,10,0,2,0,20,1,0,0,0,0,112,9,0,1,5,17,24,0,0,0,1,4,0,6,0,36,27,275,0,3,0,20,4377,106,1
D20210514T050551_IFCB102,4,5,19,2,0,4,11,1,100,307,0,0,1,0,14,0,2,0,11,0,1,0,0,0,99,14,0,0,8,12,26,0,0,0,0,2,0,9,2,44,11,299,1,3,2,21,4229,99,4
D20210514T053011_IFCB102,1,0,22,2,0,4,12,2,148,412,1,0,1,1,13,0,1,0,6,0,0,0,0,0,86,6,0,1,6,12,26,0,0,1,0,5,1,13,1,35,16,279,0,3,1,14,4167,95,7
D20210514T055430_IFCB102,0,2,25,2,0,4,10,0,111,435,0,1,5,3,9,0,1,0,5,0,0,0,0,0,166,12,0,0,8,14,30,1,0,0,0,6,0,10,2,39,11,238,0,0,0,7,3974,104,1
D20210514T061848_IFCB102,2,4,12,6,0,4,16,2,112,289,0,1,2,1,7,0,0,0,6,1,0,0,0,0,86,13,0,1,11,4,30,0,0,0,0,4,0,9,0,46,14,261,0,7,0,15,4031,92,3
D20210514T064307_IFCB102,2,2,14,4,0,1,7,0,131,300,0,1,3,0,8,0,2,0,4,0,0,0,0,0,58,7,0,0,14,16,28,1,0,0,0,5,0,15,0,57,20,335,0,3,0,8,4232,92,1
D20210514T070725_IFCB102,1,2,19,5,0,4,7,1,154,387,0,0,1,2,11,0,4,0,9,0,0,0,0,1,78,4,0,1,14,7,23,0,0,0,0,7,0,8,1,63,22,294,1,0,1,11,3929,89,4
D20210514T073145_IFCB102,2,3,16,3,0,13,10,2,177,420,0,2,2,2,21,0,2,0,9,0,0,0,0,0,106,10,0,0,17,9,35,0,0,0,0,2,1,10,1,55,26,299,0,6,3,9,3360,102,4
D20210514T075603_IFCB102,0,4,14,5,2,1,8,3,153,629,0,1,0,1,5,0,3,0,8,0,1,1,0,0,90,7,0,1,4,17,40,0,0,0,0,2,0,5,0,50,23,232,0,0,1,12,2757,95,5
D20210514T082021_IFCB102,0,4,6,3,0,8,5,2,164,635,0,0,3,0,15,0,1,0,2,0,1,0,0,0,72,5,0,0,9,9,42,0,0,0,0,4,1,8,0,28,25,236,1,1,0,8,2630,72,4
D20210514T084439_IFCB102,6,3,25,8,0,5,8,3,118,252,0,0,1,2,6,0,3,1,8,0,1,0,0,0,75,7,1,0,18,17,25,0,0,0,0,2,1,6,1,45,19,362,0,2,2,10,3680,105,3
D20210514T090858_IFCB102,2,8,41,5,0,4,20,0,139,362,0,0,0,2,11,0,1,1,8,0,0,0,0,2,93,9,0,0,18,14,26,0,0,1,0,4,1,6,0,69,18,339,0,3,0,13,3848,107,3
D20210514T093316_IFCB102,5,6,56,2,0,5,21,0,162,227,0,0,1,1,5,0,0,1,16,0,0,1,0,1,123,12,0,1,20,28,27,0,0,0,0,4,2,12,1,58,23,341,0,2,0,13,4220,117,11
D20210514T095736_IFCB102,1,19,73,8,0,7,20,3,181,394,0,1,2,3,9,0,0,0,7,0,0,0,3,0,300,20,0,0,5,26,35,0,0,0,1,4,1,8,2,28,26,375,0,3,2,13,3795,177,7
D20210514T102154_IFCB102,3,23,37,4,1,3,20,9,185,439,0,0,3,1,8,0,6,1,11,0,0,0,0,0,175,20,0,1,2,18,56,0,0,1,0,2,0,6,1,31,32,360,0,4,0,8,4052,137,6
D20210514T104613_IFCB102,1,6,46,10,0,10,24,5,174,369,0,1,3,2,5,0,7,1,13,0,0,0,0,0,162,16,0,1,7,15,55,0,0,0,0,6,0,5,3,43,41,433,0,2,0,8,3971,145,3
D20210514T111031_IFCB102,5,9,21,2,0,5,21,4,193,385,0,0,1,0,4,0,6,1,6,0,0,0,0,0,70,9,0,0,7,20,60,0,0,0,0,4,0,8,0,30,36,354,0,2,0,10,3811,134,1
D20210514T113449_IFCB102,5,8,33,3,0,11,34,9,163,309,2,0,2,3,4,0,6,1,14,0,1,0,2,1,132,5,0,0,4,20,66,0,0,0,0,3,0,7,1,30,47,402,0,3,2,7,3865,186,2
D20210514T122947_IFCB102,2,9,43,5,1,5,26,4,137,194,0,0,2,1,6,0,7,0,10,1,0,0,1,0,178,12,0,0,2,19,38,0,0,0,1,1,0,68,2,30,20,472,0,3,0,10,3052,136,3
D20210514T125406_IFCB102,5,10,34,14,0,6,31,6,143,231,0,0,1,0,8,0,12,0,7,0,0,2,0,0,182,18,0,1,2,26,72,0,0,0,0,2,0,66,3,50,32,628,1,9,2,13,3378,158,8
D20210514T131825_IFCB102,5,21,90,2,0,3,28,5,142,167,0,1,0,0,6,0,8,0,20,1,0,0,2,0,185,15,0,0,6,19,38,0,0,0,0,3,0,84,2,38,21,455,0,2,0,13,2981,158,7
D20210514T132053_IFCB115,8,30,86,14,1,15,18,7,145,62,0,1,5,5,15,0,11,1,7,0,0,0,0,0,162,15,0,0,3,31,31,0,0,0,0,3,0,6,3,64,11,509,2,17,1,7,1221,67,5
D20210514T134243_IFCB102,4,31,246,11,0,5,22,7,135,123,2,1,6,3,7,0,5,1,13,1,1,0,2,1,276,18,0,0,1,47,42,0,1,0,0,5,0,64,2,25,32,597,0,14,1,16,3068,251,11
D20210514T134628_IFCB115,4,19,67,10,1,21,23,4,146,315,0,4,5,3,9,1,9,2,6,1,0,0,0,1,136,16,0,2,4,25,31,0,0,0,1,4,1,2,2,69,9,504,0,13,0,9,2671,96,6
D20210514T140701_IFCB102,5,31,95,8,0,6,27,7,160,180,0,1,1,1,5,0,8,1,10,0,0,0,0,0,227,19,0,0,8,30,79,0,0,0,1,8,0,84,1,68,34,809,2,12,2,40,3068,177,10
D20210514T143120_IFCB102,1,2,7,4,0,17,12,2,193,550,0,0,2,2,7,0,1,0,8,0,0,0,2,1,78,14,0,0,3,19,68,0,2,0,0,4,0,52,1,43,36,573,0,7,0,25,4457,117,3
D20210514T145538_IFCB102,1,1,10,6,1,14,21,7,192,518,0,0,1,1,7,0,1,0,10,0,0,0,0,0,82,7,1,0,2,11,76,0,0,0,0,4,1,40,4,32,32,405,1,5,0,26,4247,113,3
D20210514T151956_IFCB102,1,2,1,7,0,24,9,4,231,745,0,1,0,1,8,1,7,0,10,0,0,0,0,0,19,0,0,1,4,5,20,0,2,0,0,4,0,8,0,13,54,167,1,12,0,9,4631,70,0
D20210514T154416_IFCB102,2,5,7,9,0,26,9,6,223,568,0,1,1,0,11,2,3,1,9,0,0,0,0,0,21,3,0,0,6,1,34,0,0,0,1,5,0,3,1,26,67,339,0,2,1,16,4465,76,1
D20210514T154638_IFCB115,9,1,2,10,0,41,13,4,202,434,2,1,1,3,4,0,1,1,6,0,0,0,0,0,36,3,0,0,8,0,31,1,0,0,0,2,0,2,2,73,32,431,1,6,1,15,2869,55,0
D20210514T160836_IFCB102,0,3,9,7,0,11,10,4,248,677,0,0,2,2,13,1,0,0,10,0,0,0,0,0,36,5,0,2,2,5,27,0,0,0,0,2,0,4,0,20,32,209,0,1,0,10,4372,74,2
D20210514T161415_IFCB115,7,1,3,9,0,42,17,10,149,677,0,0,0,3,3,1,2,1,4,0,0,0,0,0,19,1,0,2,5,4,29,0,0,0,0,4,0,5,0,57,35,442,0,6,0,22,3841,44,1
D20210514T163254_IFCB102,1,8,14,3,0,25,13,1,188,491,0,2,1,4,19,0,0,0,7,0,0,0,3,1,36,2,0,2,3,8,25,0,0,0,1,3,0,6,1,23,18,218,0,0,0,8,6190,70,4
D20210514T165714_IFCB102,1,4,12,4,0,19,14,1,211,385,0,0,2,5,8,1,1,2,10,0,0,0,1,1,32,4,1,0,11,7,18,0,0,0,0,2,0,1,3,30,25,268,0,0,0,16,6256,77,2
D20210514T172134_IFCB102,2,6,9,3,0,13,6,1,177,345,0,0,0,2,8,1,1,0,11,0,0,1,2,0,24,2,0,1,7,4,16,0,0,0,0,1,0,2,2,14,39,163,0,1,0,8,6781,56,0
D20210514T174553_IFCB102,0,3,2,13,0,18,13,1,180,289,0,0,5,5,20,5,0,0,18,0,0,0,0,1,7,8,0,0,4,1,19,0,0,0,0,0,0,1,1,41,30,179,0,1,1,8,3756,49,1
D20210514T181013_IFCB102,0,1,5,11,0,24,6,0,139,259,0,0,0,6,15,1,1,1,7,0,0,0,2,0,8,1,0,1,3,1,6,0,0,0,0,0,0,1,0,17,14,132,0,5,0,4,3926,69,1
D20210514T183434_IFCB102,2,2,5,7,0,22,15,0,157,559,0,1,7,2,19,4,0,0,11,0,0,1,0,1,6,0,0,1,7,2,18,0,0,0,0,2,0,2,0,35,21,143,1,1,0,10,4939,44,0
D20210514T185854_IFCB102,0,0,5,26,1,14,0,0,118,195,0,1,0,5,31,3,1,0,4,0,0,0,0,0,3,0,0,2,0,3,12,0,0,0,0,0,3,2,0,13,13,200,0,2,1,13,2745,41,0
D20210514T192315_IFCB102,2,3,7,18,1,15,11,1,145,221,0,0,1,5,30,1,0,1,10,0,0,0,0,0,8,2,0,2,2,4,10,0,0,0,0,0,2,4,3,36,32,209,0,7,0,12,2605,53,1
D20210514T194734_IFCB102,1,1,8,24,0,18,4,0,103,214,0,0,0,8,22,4,1,0,8,0,1,0,0,0,8,2,0,3,1,2,6,0,0,0,0,1,2,0,0,18,22,169,0,1,1,16,2844,44,3
D20210514T201154_IFCB102,0,1,5,8,0,18,10,0,179,537,0,0,1,3,25,1,0,0,12,0,1,0,1,2,5,2,0,1,2,1,9,0,0,0,0,1,1,1,0,27,28,161,1,5,0,6,4814,52,0
D20210514T203614_IFCB102,1,0,5,11,0,26,12,0,158,542,0,0,7,3,15,3,1,0,15,0,0,0,0,0,14,4,0,1,8,4,12,0,0,0,1,1,0,2,0,30,21,169,0,3,2,16,5304,62,1
D20210514T210032_IFCB102,2,2,4,7,0,18,16,2,127,429,1,0,0,5,18,1,0,1,12,0,0,0,0,1,7,2,2,0,6,2,12,0,0,0,0,1,2,2,0,21,31,151,0,3,0,10,5105,57,1
D20210514T212452_IFCB102,0,2,3,6,1,19,6,0,139,364,0,0,1,3,9,1,0,0,7,0,0,0,0,0,9,1,0,2,4,6,14,0,0,0,0,1,0,0,1,30,16,143,0,0,1,8,5129,58,1
D20210514T214910_IFCB102,2,5,3,8,1,28,6,0,154,411,0,0,1,5,18,2,0,0,19,0,0,0,0,0,18,3,0,1,4,2,7,0,0,0,0,3,0,3,0,23,24,146,0,1,2,11,5145,65,1
D20210514T221328_IFCB102,2,5,5,8,0,14,9,0,124,397,0,0,1,3,12,0,0,0,8,0,0,1,0,0,18,1,0,0,3,10,24,0,0,0,0,1,0,0,0,32,33,145,0,1,1,15,4501,64,2
D20210514T223747_IFCB102,2,1,6,5,0,12,6,0,132,414,1,0,3,4,22,1,1,0,13,1,0,0,0,0,9,2,0,1,5,2,13,0,0,0,0,0,1,3,2,41,33,176,0,4,2,18,4474,52,1
D20210514T230205_IFCB102,0,0,3,12,0,11,5,0,140,518,0,0,0,1,19,6,0,0,13,0,0,0,1,0,7,3,0,1,3,6,12,0,0,0,0,1,1,1,0,31,38,156,0,2,2,7,4922,60,3
D20210514T232625_IFCB102,2,0,7,20,0,15,5,0,102,404,0,0,1,5,26,1,0,1,6,0,0,0,0,0,14,6,0,4,3,9,16,0,0,0,0,1,1,2,0,30,39,353,0,3,2,30,3341,63,5
D20210514T235044_IFCB102,0,1,4,38,0,25,3,0,135,370,0,0,3,6,38,4,0,2,3,0,0,0,1,0,6,8,0,1,2,7,15,0,0,1,0,0,2,0,0,14,32,211,0,3,0,13,2785,62,3
D20210515T001503_IFCB102,0,0,7,39,0,25,2,0,134,415,0,0,0,2,29,2,0,0,7,0,0,0,0,0,6,2,1,7,0,5,8,0,0,0,0,1,2,0,2,23,26,167,0,2,0,15,2564,59,3
D20210515T003923_IFCB102,0,2,8,23,0,20,5,1,158,425,0,0,0,3,34,10,0,0,6,0,0,0,0,0,11,2,0,4,2,5,15,0,0,0,0,0,0,2,1,17,26,194,0,2,2,11,2243,58,1
D20210515T010342_IFCB102,1,2,5,48,0,33,5,0,137,329,0,0,0,5,38,4,0,1,2,0,0,1,0,0,7,1,0,6,3,4,12,0,0,0,0,0,0,0,2,14,13,133,0,5,0,12,1968,55,1
D20210515T012801_IFCB102,2,3,6,23,0,17,13,0,111,499,0,0,2,6,20,4,2,0,9,0,0,0,0,0,6,3,0,1,1,5,18,0,0,0,0,0,0,1,1,24,36,186,0,2,1,14,3097,66,4
D20210515T015222_IFCB102,0,2,1,27,0,20,13,1,153,648,0,0,2,3,21,1,0,0,13,0,0,0,0,0,7,1,0,1,2,7,13,0,1,0,0,1,1,3,1,41,25,188,0,4,1,12,4691,75,0
D20210515T021643_IFCB102,2,1,3,25,0,16,17,0,138,732,0,0,5,4,19,0,0,0,15,0,0,0,0,0,8,3,0,3,4,5,18,0,0,0,0,3,1,0,0,25,29,168,0,2,1,22,4949,60,1
D20210515T024104_IFCB102,1,1,4,10,0,9,11,0,105,637,0,0,3,4,20,0,1,1,7,0,0,0,0,0,4,2,0,2,9,3,8,0,0,0,0,1,0,0,1,26,30,168,0,4,1,12,5353,48,2
D20210515T030524_IFCB102,5,3,13,6,0,10,48,1,136,563,0,0,13,2,13,1,2,0,20,0,0,1,1,0,10,4,0,2,9,7,19,0,0,0,0,2,0,1,1,42,26,204,0,1,1,12,4440,73,3
D20210515T032945_IFCB102,4,8,20,8,0,13,51,0,140,567,0,0,27,9,13,3,1,0,17,0,0,0,2,0,14,10,0,2,19,8,10,0,0,0,0,1,2,1,0,52,26,189,0,4,0,15,4008,72,4
D20210515T035406_IFCB102,3,8,15,8,0,14,35,0,125,585,0,0,14,3,17,3,1,0,16,0,0,0,0,1,17,5,1,1,12,11,17,0,0,0,0,0,4,0,0,30,26,190,1,0,1,13,4427,77,2
D20210515T041827_IFCB102,1,3,7,1,0,10,20,1,106,618,0,0,5,6,15,1,0,0,5,0,1,0,1,0,2,6,0,1,9,3,12,0,0,0,0,0,2,0,0,44,25,157,0,2,0,12,4765,61,5
D20210515T044247_IFCB102,1,3,5,7,0,11,7,0,109,616,0,0,1,5,11,2,0,1,8,0,0,0,1,0,4,4,0,0,4,3,8,0,0,0,0,0,1,1,0,31,24,215,0,3,1,12,4732,47,1
D20210515T050708_IFCB102,2,3,5,37,0,30,8,0,102,246,0,0,3,6,27,5,0,0,1,0,0,0,0,0,4,0,0,1,1,1,11,0,0,0,0,0,0,0,1,16,17,109,0,2,0,9,2546,40,5
D20210515T053128_IFCB102,0,2,9,42,0,26,3,0,111,183,0,0,0,4,28,1,0,0,4,0,0,0,0,0,3,6,0,1,2,3,8,0,0,0,0,0,0,1,0,7,8,99,0,1,0,6,2026,55,0
D20210515T055549_IFCB102,1,4,6,16,0,11,12,0,96,267,0,0,3,4,17,3,1,1,3,0,0,0,2,1,5,4,0,1,11,11,12,0,0,0,0,1,1,0,2,23,37,176,0,2,0,12,2738,40,1
D20210515T062009_IFCB102,1,5,8,12,0,10,4,0,95,287,0,1,4,5,23,3,0,1,4,0,0,1,0,0,3,7,0,2,16,0,11,0,0,0,0,1,0,0,1,32,30,182,0,0,1,5,2755,46,5
D20210515T064430_IFCB102,3,3,8,16,1,16,9,1,116,319,0,0,2,5,15,2,0,0,6,0,0,0,0,0,8,3,0,4,13,4,21,0,0,0,1,0,3,1,0,27,31,198,0,2,0,10,2862,47,1
D20210515T070850_IFCB102,2,1,4,15,1,21,7,1,130,541,0,1,1,3,16,1,1,1,4,0,0,1,0,0,8,2,0,1,10,7,19,0,0,0,0,2,0,0,0,31,35,176,0,0,2,13,3514,48,3
D20210515T073311_IFCB102,2,2,4,8,0,22,14,2,117,517,0,0,2,2,18,2,0,1,5,0,0,1,0,0,12,3,0,1,4,5,17,0,0,0,0,4,1,0,1,20,40,198,0,0,1,11,3463,52,1
D20210515T075732_IFCB102,0,0,6,13,0,16,6,0,132,415,0,1,4,7,35,3,0,1,4,0,0,0,1,0,8,0,0,3,3,1,9,0,1,0,0,2,1,2,0,28,22,135,0,1,0,3,2743,55,2
D20210515T082152_IFCB102,3,0,3,14,0,20,1,0,106,403,0,1,1,7,34,2,1,0,4,0,0,0,3,0,3,3,1,3,1,2,10,0,0,0,0,1,0,0,0,26,12,161,0,1,1,14,2692,37,1
D20210515T091651_IFCB102,1,0,2,13,0,12,1,0,103,300,0,0,0,2,25,1,0,0,7,0,0,0,0,0,1,2,0,1,0,2,12,0,0,0,0,0,0,2,0,18,16,180,0,1,0,5,2163,27,2
D20210515T094112_IFCB102,2,1,3,13,0,13,7,1,95,325,0,0,0,8,27,3,0,0,2,0,1,0,0,0,8,1,0,1,1,2,17,0,0,0,0,0,0,2,1,25,12,144,0,1,0,8,2526,47,1
D20210515T100530_IFCB102,2,5,3,11,0,14,8,0,129,340,0,0,2,5,31,3,1,0,6,0,0,0,0,0,4,2,0,1,5,3,13,0,0,0,0,0,2,0,1,31,19,169,0,6,3,6,2931,32,2
D20210515T102948_IFCB102,3,2,7,9,1,23,8,2,102,361,0,0,3,4,30,1,0,1,11,0,0,0,1,0,3,2,0,2,5,4,15,0,0,0,0,1,1,0,0,23,23,139,0,3,0,6,3078,32,1
D20210515T105407_IFCB102,2,1,1,7,0,27,4,1,101,407,0,0,2,2,22,1,0,0,4,1,0,0,0,0,4,0,0,1,4,2,11,0,0,0,0,0,0,2,0,26,27,142,0,4,0,9,3514,39,4
D20210515T111827_IFCB102,0,0,3,11,1,14,4,0,108,291,0,0,2,4,16,2,0,0,3,0,1,0,0,0,5,1,0,3,11,2,8,0,0,0,0,1,2,0,1,37,24,173,0,1,0,9,2984,50,2
D20210515T114245_IFCB102,2,3,7,7,0,20,8,0,109,266,0,0,4,1,12,5,0,0,8,0,0,0,0,1,12,0,0,2,9,3,15,0,0,0,0,2,0,0,0,46,27,169,0,2,1,7,2804,44,1
D20210515T120703_IFCB102,0,0,5,16,1,22,18,0,124,212,0,0,6,5,17,2,0,0,3,0,2,0,0,0,5,6,0,0,9,9,21,0,0,0,0,0,0,0,0,33,28,181,0,2,0,10,2245,49,5
D20210515T123121_IFCB102,2,0,9,18,0,18,3,0,115,185,0,0,2,4,26,2,1,3,2,1,0,0,0,0,6,3,0,2,2,4,13,0,0,0,1,0,2,1,0,21,23,145,0,4,0,8,2153,42,2
D20210515T125542_IFCB102,0,1,4,34,0,20,1,1,104,209,0,0,1,9,33,2,0,1,3,0,0,0,0,0,6,7,0,1,4,6,12,0,0,0,0,0,2,0,0,10,15,154,0,0,2,10,1818,39,1
D20210515T132001_IFCB102,3,1,9,46,1,28,3,0,99,198,0,0,0,7,48,4,0,0,4,2,0,0,0,0,3,1,0,8,1,1,7,0,0,0,0,0,3,0,0,17,14,160,0,5,0,9,1928,37,1
D20210515T134419_IFCB102,0,0,7,38,0,16,4,0,113,221,0,0,0,5,47,8,0,1,6,0,0,1,0,0,6,3,0,4,0,4,8,0,0,0,0,0,6,0,1,7,12,104,0,0,1,11,2175,46,0
D20210515T140838_IFCB102,3,2,3,38,1,20,1,0,99,221,0,0,1,11,41,4,0,0,6,0,0,1,0,0,3,2,1,6,3,2,10,0,0,0,0,0,1,0,2,24,18,122,0,1,0,5,2329,36,3
D20210515T143257_IFCB102,0,0,6,42,0,13,2,0,107,209,0,0,1,7,43,4,0,2,4,0,0,0,0,0,2,2,0,7,1,2,6,0,0,0,0,0,1,1,0,19,16,123,0,4,1,9,2550,51,5
