k-epsilon,ePBL,CVmix,datetime
-4.5,-6.5,-5.5,14-Apr-2021 17:30:00
-5.5,-7.5,-6.5,14-Apr-2021 18:00:00
-6.5,-7.5,-6.5,14-Apr-2021 18:30:00
-6.5,-8.5,-7.5,14-Apr-2021 19:00:00
-7.5,-9.5,-7.5,14-Apr-2021 19:30:00
-10.5,-18.5,-8.5,14-Apr-2021 20:00:00
-20.5,-46.5,-9.5,14-Apr-2021 20:30:00
-46.5,-119.5,-12.5,14-Apr-2021 21:00:00
-107.5,-125.5,-18.5,14-Apr-2021 21:30:00
-120.5,-127.5,-28.5,14-Apr-2021 22:00:00
-122.5,-130.5,-41.5,14-Apr-2021 22:30:00
-123.5,-131.5,-64.5,14-Apr-2021 23:00:00
-124.5,-132.5,-99.5,14-Apr-2021 23:30:00
-124.5,-133.5,-112.5,15-Apr-2021 00:00:00
-124.5,-133.5,-114.5,15-Apr-2021 00:30:00
-125.5,-133.5,-115.5,15-Apr-2021 01:00:00
-125.5,-133.5,-116.5,15-Apr-2021 01:30:00
-125.5,-133.5,-116.5,15-Apr-2021 02:00:00
-125.5,-133.5,-116.5,15-Apr-2021 02:30:00
-125.5,-133.5,-116.5,15-Apr-2021 03:00:00
-125.5,-133.5,-117.5,15-Apr-2021 03:30:00
-125.5,-133.5,-117.5,15-Apr-2021 04:00:00
-125.5,-133.5,-117.5,15-Apr-2021 04:30:00
-125.5,-133.5,-117.5,15-Apr-2021 05:00:00
-125.5,-133.5,-116.5,15-Apr-2021 05:30:00
-124.5,-130.5,-116.5,15-Apr-2021 06:00:00
-124.5,-127.5,-115.5,15-Apr-2021 06:30:00
-122.5,-121.5,-112.5,15-Apr-2021 07:00:00
-121.5,-117.5,-107.5,15-Apr-2021 07:30:00
-121.5,-115.5,-107.5,15-Apr-2021 08:00:00
-121.5,-114.5,-107.5,15-Apr-2021 08:30:00
-121.5,-115.5,-109.5,15-Apr-2021 09:00:00
-122.5,-117.5,-110.5,15-Apr-2021 09:30:00
-123.5,-120.5,-113.5,15-Apr-2021 10:00:00
-123.5,-120.5,-114.5,15-Apr-2021 10:30:00
-122.5,-118.5,-113.5,15-Apr-2021 11:00:00
-122.5,-116.5,-111.5,15-Apr-2021 11:30:00
-120.5,-113.5,-108.5,15-Apr-2021 12:00:00
-118.5,-109.5,-101.5,15-Apr-2021 12:30:00
-109.5,-102.5,-93.5,15-Apr-2021 13:00:00
-103.5,-97.5,-80.5,15-Apr-2021 13:30:00
-94.5,-90.5,-67.5,15-Apr-2021 14:00:00
-89.5,-86.5,-65.5,15-Apr-2021 14:30:00
-88.5,-85.5,-70.5,15-Apr-2021 15:00:00
-93.5,-90.5,-82.5,15-Apr-2021 15:30:00
-102.5,-98.5,-97.5,15-Apr-2021 16:00:00
-109.5,-101.5,-106.5,15-Apr-2021 16:30:00
-113.5,-104.5,-109.5,15-Apr-2021 17:00:00
-117.5,-109.5,-112.5,15-Apr-2021 17:30:00
-120.5,-113.5,-114.5,15-Apr-2021 18:00:00
-122.5,-116.5,-115.5,15-Apr-2021 18:30:00
-122.5,-119.5,-115.5,15-Apr-2021 19:00:00
-123.5,-121.5,-116.5,15-Apr-2021 19:30:00
-123.5,-123.5,-116.5,15-Apr-2021 20:00:00
-123.5,-125.5,-116.5,15-Apr-2021 20:30:00
-124.5,-126.5,-116.5,15-Apr-2021 21:00:00
-124.5,-127.5,-116.5,15-Apr-2021 21:30:00
-124.5,-127.5,-116.5,15-Apr-2021 22:00:00
-124.5,-128.5,-116.5,15-Apr-2021 22:30:00
-124.5,-129.5,-116.5,15-Apr-2021 23:00:00
-124.5,-129.5,-116.5,15-Apr-2021 23:30:00
-124.5,-129.5,-116.5,16-Apr-2021 00:00:00
-124.5,-129.5,-116.5,16-Apr-2021 00:30:00
-124.5,-130.5,-116.5,16-Apr-2021 01:00:00
-125.5,-130.5,-117.5,16-Apr-2021 01:30:00
-125.5,-130.5,-117.5,16-Apr-2021 02:00:00
-125.5,-131.5,-117.5,16-Apr-2021 02:30:00
-125.5,-131.5,-117.5,16-Apr-2021 03:00:00
-125.5,-131.5,-117.5,16-Apr-2021 03:30:00
-125.5,-131.5,-117.5,16-Apr-2021 04:00:00
-125.5,-132.5,-117.5,16-Apr-2021 04:30:00
-125.5,-131.5,-117.5,16-Apr-2021 05:00:00
-125.5,-131.5,-117.5,16-Apr-2021 05:30:00
-125.5,-131.5,-117.5,16-Apr-2021 06:00:00
-125.5,-131.5,-118.5,16-Apr-2021 06:30:00
-125.5,-132.5,-118.5,16-Apr-2021 07:00:00
-125.5,-132.5,-118.5,16-Apr-2021 07:30:00
-125.5,-132.5,-118.5,16-Apr-2021 08:00:00
-125.5,-131.5,-118.5,16-Apr-2021 08:30:00
-125.5,-131.5,-118.5,16-Apr-2021 09:00:00
-126.5,-131.5,-118.5,16-Apr-2021 09:30:00
-126.5,-131.5,-118.5,16-Apr-2021 10:00:00
-126.5,-131.5,-118.5,16-Apr-2021 10:30:00
-126.5,-131.5,-118.5,16-Apr-2021 11:00:00
-126.5,-131.5,-118.5,16-Apr-2021 11:30:00
-126.5,-131.5,-118.5,16-Apr-2021 12:00:00
-126.5,-131.5,-118.5,16-Apr-2021 12:30:00
-126.5,-131.5,-118.5,16-Apr-2021 13:00:00
-126.5,-132.5,-118.5,16-Apr-2021 13:30:00
-126.5,-133.5,-119.5,16-Apr-2021 14:00:00
-126.5,-133.5,-119.5,16-Apr-2021 14:30:00
-126.5,-134.5,-119.5,16-Apr-2021 15:00:00
-126.5,-134.5,-119.5,16-Apr-2021 15:30:00
-126.5,-135.5,-119.5,16-Apr-2021 16:00:00
-126.5,-135.5,-119.5,16-Apr-2021 16:30:00
-126.5,-136.5,-119.5,16-Apr-2021 17:00:00
-126.5,-136.5,-119.5,16-Apr-2021 17:30:00
-127.5,-136.5,-119.5,16-Apr-2021 18:00:00
-127.5,-136.5,-119.5,16-Apr-2021 18:30:00
-127.5,-137.5,-119.5,16-Apr-2021 19:00:00
-127.5,-137.5,-119.5,16-Apr-2021 19:30:00
-127.5,-137.5,-119.5,16-Apr-2021 20:00:00
-128.5,-138.5,-119.5,16-Apr-2021 20:30:00
-128.5,-138.5,-119.5,16-Apr-2021 21:00:00
-128.5,-138.5,-119.5,16-Apr-2021 21:30:00
-129.5,-138.5,-120.5,16-Apr-2021 22:00:00
-129.5,-138.5,-120.5,16-Apr-2021 22:30:00
-129.5,-138.5,-120.5,16-Apr-2021 23:00:00
-129.5,-138.5,-120.5,16-Apr-2021 23:30:00
-129.5,-138.5,-120.5,17-Apr-2021 00:00:00
-129.5,-138.5,-120.5,17-Apr-2021 00:30:00
-129.5,-138.5,-120.5,17-Apr-2021 01:00:00
-130.5,-138.5,-121.5,17-Apr-2021 01:30:00
-130.5,-139.5,-121.5,17-Apr-2021 02:00:00
-130.5,-139.5,-121.5,17-Apr-2021 02:30:00
-130.5,-139.5,-121.5,17-Apr-2021 03:00:00
-130.5,-139.5,-121.5,17-Apr-2021 03:30:00
-130.5,-139.5,-121.5,17-Apr-2021 04:00:00
-130.5,-139.5,-121.5,17-Apr-2021 04:30:00
-130.5,-139.5,-122.5,17-Apr-2021 05:00:00
-130.5,-139.5,-122.5,17-Apr-2021 05:30:00
-130.5,-139.5,-122.5,17-Apr-2021 06:00:00
-130.5,-139.5,-122.5,17-Apr-2021 06:30:00
-130.5,-139.5,-122.5,17-Apr-2021 07:00:00
-130.5,-139.5,-122.5,17-Apr-2021 07:30:00
-130.5,-139.5,-122.5,17-Apr-2021 08:00:00
-130.5,-139.5,-122.5,17-Apr-2021 08:30:00
-130.5,-139.5,-122.5,17-Apr-2021 09:00:00
-130.5,-139.5,-122.5,17-Apr-2021 09:30:00
-130.5,-139.5,-122.5,17-Apr-2021 10:00:00
-130.5,-139.5,-122.5,17-Apr-2021 10:30:00
-130.5,-139.5,-122.5,17-Apr-2021 11:00:00
-130.5,-139.5,-122.5,17-Apr-2021 11:30:00
-130.5,-139.5,-122.5,17-Apr-2021 12:00:00
-130.5,-139.5,-122.5,17-Apr-2021 12:30:00
-130.5,-139.5,-122.5,17-Apr-2021 13:00:00
-130.5,-139.5,-122.5,17-Apr-2021 13:30:00
-130.5,-139.5,-122.5,17-Apr-2021 14:00:00
-130.5,-139.5,-122.5,17-Apr-2021 14:30:00
-130.5,-139.5,-122.5,17-Apr-2021 15:00:00
-130.5,-139.5,-122.5,17-Apr-2021 15:30:00
-130.5,-139.5,-122.5,17-Apr-2021 16:00:00
-130.5,-139.5,-122.5,17-Apr-2021 16:30:00
-130.5,-140.5,-122.5,17-Apr-2021 17:00:00
-130.5,-140.5,-122.5,17-Apr-2021 17:30:00
-130.5,-140.5,-122.5,17-Apr-2021 18:00:00
-130.5,-140.5,-122.5,17-Apr-2021 18:30:00
-130.5,-140.5,-122.5,17-Apr-2021 19:00:00
-130.5,-140.5,-122.5,17-Apr-2021 19:30:00
-130.5,-140.5,-122.5,17-Apr-2021 20:00:00
-130.5,-140.5,-122.5,17-Apr-2021 20:30:00
-130.5,-140.5,-122.5,17-Apr-2021 21:00:00
-130.5,-140.5,-122.5,17-Apr-2021 21:30:00
-130.5,-140.5,-122.5,17-Apr-2021 22:00:00
-130.5,-140.5,-122.5,17-Apr-2021 22:30:00
-130.5,-140.5,-122.5,17-Apr-2021 23:00:00
-130.5,-140.5,-122.5,17-Apr-2021 23:30:00
-130.5,-140.5,-122.5,18-Apr-2021 00:00:00
-130.5,-140.5,-122.5,18-Apr-2021 00:30:00
-130.5,-140.5,-122.5,18-Apr-2021 01:00:00
-130.5,-140.5,-122.5,18-Apr-2021 01:30:00
-130.5,-140.5,-122.5,18-Apr-2021 02:00:00
-130.5,-140.5,-122.5,18-Apr-2021 02:30:00
-130.5,-140.5,-122.5,18-Apr-2021 03:00:00
-130.5,-140.5,-122.5,18-Apr-2021 03:30:00
-131.5,-140.5,-122.5,18-Apr-2021 04:00:00
-131.5,-140.5,-122.5,18-Apr-2021 04:30:00
-131.5,-140.5,-122.5,18-Apr-2021 05:00:00
-131.5,-140.5,-122.5,18-Apr-2021 05:30:00
-131.5,-140.5,-123.5,18-Apr-2021 06:00:00
-131.5,-140.5,-123.5,18-Apr-2021 06:30:00
-131.5,-141.5,-123.5,18-Apr-2021 07:00:00
-131.5,-141.5,-123.5,18-Apr-2021 07:30:00
-131.5,-141.5,-123.5,18-Apr-2021 08:00:00
-131.5,-141.5,-123.5,18-Apr-2021 08:30:00
-131.5,-141.5,-123.5,18-Apr-2021 09:00:00
-131.5,-140.5,-123.5,18-Apr-2021 09:30:00
-131.5,-140.5,-123.5,18-Apr-2021 10:00:00
-131.5,-140.5,-123.5,18-Apr-2021 10:30:00
-131.5,-140.5,-123.5,18-Apr-2021 11:00:00
-131.5,-140.5,-123.5,18-Apr-2021 11:30:00
-130.5,-140.5,-123.5,18-Apr-2021 12:00:00
-130.5,-140.5,-123.5,18-Apr-2021 12:30:00
-130.5,-140.5,-123.5,18-Apr-2021 13:00:00
-130.5,-140.5,-122.5,18-Apr-2021 13:30:00
-129.5,-140.5,-122.5,18-Apr-2021 14:00:00
-129.5,-140.5,-122.5,18-Apr-2021 14:30:00
-129.5,-140.5,-122.5,18-Apr-2021 15:00:00
-129.5,-140.5,-122.5,18-Apr-2021 15:30:00
-129.5,-140.5,-122.5,18-Apr-2021 16:00:00
-129.5,-140.5,-122.5,18-Apr-2021 16:30:00
-129.5,-140.5,-122.5,18-Apr-2021 17:00:00
-129.5,-140.5,-123.5,18-Apr-2021 17:30:00
-130.5,-140.5,-123.5,18-Apr-2021 18:00:00
-130.5,-140.5,-123.5,18-Apr-2021 18:30:00
-130.5,-140.5,-123.5,18-Apr-2021 19:00:00
-130.5,-140.5,-123.5,18-Apr-2021 19:30:00
-130.5,-141.5,-123.5,18-Apr-2021 20:00:00
-130.5,-141.5,-123.5,18-Apr-2021 20:30:00
-130.5,-141.5,-123.5,18-Apr-2021 21:00:00
-131.5,-141.5,-123.5,18-Apr-2021 21:30:00
-131.5,-141.5,-123.5,18-Apr-2021 22:00:00
-131.5,-141.5,-123.5,18-Apr-2021 22:30:00
-131.5,-141.5,-123.5,18-Apr-2021 23:00:00
-130.5,-141.5,-123.5,18-Apr-2021 23:30:00
-130.5,-140.5,-123.5,19-Apr-2021 00:00:00
-129.5,-140.5,-123.5,19-Apr-2021 00:30:00
-129.5,-140.5,-123.5,19-Apr-2021 01:00:00
-129.5,-140.5,-123.5,19-Apr-2021 01:30:00
-129.5,-139.5,-122.5,19-Apr-2021 02:00:00
-127.5,-134.5,-56.5,19-Apr-2021 02:30:00
-6.5,-77.5,-3.5,19-Apr-2021 03:00:00
-4.5,-10.5,-3.5,19-Apr-2021 03:30:00
-5.5,-10.5,-4.5,19-Apr-2021 04:00:00
-7.5,-11.5,-6.5,19-Apr-2021 04:30:00
-9.5,-12.5,-11.5,19-Apr-2021 05:00:00
-12.5,-14.5,-19.5,19-Apr-2021 05:30:00
-18.5,-101.5,-111.5,19-Apr-2021 06:00:00
-118.5,-129.5,-121.5,19-Apr-2021 06:30:00
-127.5,-133.5,-122.5,19-Apr-2021 07:00:00
-128.5,-135.5,-122.5,19-Apr-2021 07:30:00
-128.5,-136.5,-122.5,19-Apr-2021 08:00:00
-128.5,-135.5,-122.5,19-Apr-2021 08:30:00
-128.5,-134.5,-122.5,19-Apr-2021 09:00:00
-127.5,-131.5,-120.5,19-Apr-2021 09:30:00
-86.5,-120.5,-103.5,19-Apr-2021 10:00:00
-28.5,-32.5,-37.5,19-Apr-2021 10:30:00
-20.5,-23.5,-13.5,19-Apr-2021 11:00:00
-13.5,-16.5,-7.5,19-Apr-2021 11:30:00
-10.5,-13.5,-5.5,19-Apr-2021 12:00:00
-8.5,-11.5,-5.5,19-Apr-2021 12:30:00
-8.5,-10.5,-4.5,19-Apr-2021 13:00:00
-7.5,-9.5,-4.5,19-Apr-2021 13:30:00
-7.5,-9.5,-4.5,19-Apr-2021 14:00:00
-8.5,-9.5,-5.5,19-Apr-2021 14:30:00
-9.5,-11.5,-6.5,19-Apr-2021 15:00:00
-10.5,-12.5,-8.5,19-Apr-2021 15:30:00
-11.5,-13.5,-9.5,19-Apr-2021 16:00:00
-12.5,-14.5,-11.5,19-Apr-2021 16:30:00
-13.5,-15.5,-14.5,19-Apr-2021 17:00:00
-14.5,-17.5,-17.5,19-Apr-2021 17:30:00
-15.5,-19.5,-20.5,19-Apr-2021 18:00:00
-17.5,-20.5,-22.5,19-Apr-2021 18:30:00
-17.5,-21.5,-24.5,19-Apr-2021 19:00:00
-18.5,-22.5,-25.5,19-Apr-2021 19:30:00
-19.5,-22.5,-25.5,19-Apr-2021 20:00:00
-20.5,-23.5,-26.5,19-Apr-2021 20:30:00
-21.5,-24.5,-27.5,19-Apr-2021 21:00:00
-22.5,-24.5,-27.5,19-Apr-2021 21:30:00
-23.5,-25.5,-27.5,19-Apr-2021 22:00:00
-23.5,-25.5,-28.5,19-Apr-2021 22:30:00
-24.5,-26.5,-28.5,19-Apr-2021 23:00:00
-24.5,-26.5,-28.5,19-Apr-2021 23:30:00
-25.5,-27.5,-28.5,20-Apr-2021 00:00:00
-25.5,-27.5,-29.5,20-Apr-2021 00:30:00
-26.5,-27.5,-29.5,20-Apr-2021 01:00:00
-26.5,-28.5,-30.5,20-Apr-2021 01:30:00
-27.5,-28.5,-30.5,20-Apr-2021 02:00:00
-27.5,-28.5,-30.5,20-Apr-2021 02:30:00
-28.5,-29.5,-31.5,20-Apr-2021 03:00:00
-28.5,-29.5,-31.5,20-Apr-2021 03:30:00
-29.5,-29.5,-31.5,20-Apr-2021 04:00:00
-29.5,-29.5,-32.5,20-Apr-2021 04:30:00
-30.5,-30.5,-32.5,20-Apr-2021 05:00:00
-31.5,-30.5,-33.5,20-Apr-2021 05:30:00
-31.5,-31.5,-33.5,20-Apr-2021 06:00:00
-32.5,-31.5,-33.5,20-Apr-2021 06:30:00
-33.5,-32.5,-34.5,20-Apr-2021 07:00:00
-33.5,-32.5,-34.5,20-Apr-2021 07:30:00
-33.5,-31.5,-34.5,20-Apr-2021 08:00:00
-32.5,-31.5,-34.5,20-Apr-2021 08:30:00
-30.5,-31.5,-33.5,20-Apr-2021 09:00:00
-29.5,-31.5,-32.5,20-Apr-2021 09:30:00
-28.5,-29.5,-29.5,20-Apr-2021 10:00:00
-18.5,-25.5,-7.5,20-Apr-2021 10:30:00
-5.5,-11.5,-3.5,20-Apr-2021 11:00:00
-3.5,-7.5,-2.5,20-Apr-2021 11:30:00
-3.5,-5.5,-2.5,20-Apr-2021 12:00:00
-3.5,-5.5,-2.5,20-Apr-2021 12:30:00
-3.5,-5.5,-2.5,20-Apr-2021 13:00:00
-4.5,-6.5,-3.5,20-Apr-2021 13:30:00
-5.5,-7.5,-5.5,20-Apr-2021 14:00:00
-7.5,-9.5,-7.5,20-Apr-2021 14:30:00
-9.5,-11.5,-8.5,20-Apr-2021 15:00:00
-10.5,-12.5,-10.5,20-Apr-2021 15:30:00
-12.5,-12.5,-11.5,20-Apr-2021 16:00:00
-13.5,-13.5,-12.5,20-Apr-2021 16:30:00
-14.5,-13.5,-12.5,20-Apr-2021 17:00:00
-17.5,-16.5,-13.5,20-Apr-2021 17:30:00
-19.5,-19.5,-15.5,20-Apr-2021 18:00:00
-24.5,-25.5,-21.5,20-Apr-2021 18:30:00
-28.5,-32.5,-30.5,20-Apr-2021 19:00:00
-32.5,-36.5,-37.5,20-Apr-2021 19:30:00
-34.5,-38.5,-44.5,20-Apr-2021 20:00:00
-36.5,-41.5,-52.5,20-Apr-2021 20:30:00
-39.5,-45.5,-60.5,20-Apr-2021 21:00:00
-43.5,-50.5,-69.5,20-Apr-2021 21:30:00
-48.5,-55.5,-78.5,20-Apr-2021 22:00:00
-53.5,-61.5,-88.5,20-Apr-2021 22:30:00
-58.5,-67.5,-97.5,20-Apr-2021 23:00:00
-63.5,-72.5,-105.5,20-Apr-2021 23:30:00
-69.5,-78.5,-111.5,21-Apr-2021 00:00:00
-74.5,-84.5,-114.5,21-Apr-2021 00:30:00
-80.5,-90.5,-116.5,21-Apr-2021 01:00:00
-87.5,-97.5,-118.5,21-Apr-2021 01:30:00
-94.5,-104.5,-119.5,21-Apr-2021 02:00:00
-102.5,-111.5,-120.5,21-Apr-2021 02:30:00
-110.5,-118.5,-121.5,21-Apr-2021 03:00:00
-118.5,-124.5,-121.5,21-Apr-2021 03:30:00
-121.5,-127.5,-122.5,21-Apr-2021 04:00:00
-122.5,-129.5,-122.5,21-Apr-2021 04:30:00
-123.5,-130.5,-122.5,21-Apr-2021 05:00:00
-124.5,-132.5,-123.5,21-Apr-2021 05:30:00
-125.5,-133.5,-123.5,21-Apr-2021 06:00:00
-126.5,-135.5,-124.5,21-Apr-2021 06:30:00
-126.5,-136.5,-124.5,21-Apr-2021 07:00:00
-127.5,-137.5,-125.5,21-Apr-2021 07:30:00
-127.5,-138.5,-125.5,21-Apr-2021 08:00:00
-128.5,-139.5,-125.5,21-Apr-2021 08:30:00
-128.5,-139.5,-125.5,21-Apr-2021 09:00:00
-128.5,-139.5,-125.5,21-Apr-2021 09:30:00
-127.5,-139.5,-125.5,21-Apr-2021 10:00:00
-126.5,-138.5,-125.5,21-Apr-2021 10:30:00
-124.5,-136.5,-124.5,21-Apr-2021 11:00:00
-122.5,-133.5,-122.5,21-Apr-2021 11:30:00
-120.5,-130.5,-120.5,21-Apr-2021 12:00:00
-117.5,-127.5,-117.5,21-Apr-2021 12:30:00
-114.5,-123.5,-114.5,21-Apr-2021 13:00:00
-111.5,-119.5,-109.5,21-Apr-2021 13:30:00
-107.5,-115.5,-105.5,21-Apr-2021 14:00:00
-102.5,-107.5,-96.5,21-Apr-2021 14:30:00
-96.5,-97.5,-86.5,21-Apr-2021 15:00:00
-95.5,-95.5,-86.5,21-Apr-2021 15:30:00
-97.5,-100.5,-93.5,21-Apr-2021 16:00:00
-96.5,-101.5,-98.5,21-Apr-2021 16:30:00
-96.5,-99.5,-100.5,21-Apr-2021 17:00:00
-98.5,-104.5,-106.5,21-Apr-2021 17:30:00
-103.5,-110.5,-112.5,21-Apr-2021 18:00:00
-109.5,-117.5,-117.5,21-Apr-2021 18:30:00
-116.5,-125.5,-121.5,21-Apr-2021 19:00:00
-121.5,-130.5,-124.5,21-Apr-2021 19:30:00
-125.5,-134.5,-126.5,21-Apr-2021 20:00:00
-127.5,-136.5,-127.5,21-Apr-2021 20:30:00
-129.5,-138.5,-128.5,21-Apr-2021 21:00:00
-130.5,-139.5,-129.5,21-Apr-2021 21:30:00
-131.5,-140.5,-129.5,21-Apr-2021 22:00:00
-131.5,-140.5,-129.5,21-Apr-2021 22:30:00
-132.5,-141.5,-130.5,21-Apr-2021 23:00:00
-133.5,-142.5,-130.5,21-Apr-2021 23:30:00
-133.5,-142.5,-131.5,22-Apr-2021 00:00:00
-134.5,-142.5,-131.5,22-Apr-2021 00:30:00
-134.5,-143.5,-132.5,22-Apr-2021 01:00:00
-134.5,-143.5,-132.5,22-Apr-2021 01:30:00
-134.5,-143.5,-132.5,22-Apr-2021 02:00:00
-134.5,-143.5,-132.5,22-Apr-2021 02:30:00
-134.5,-143.5,-132.5,22-Apr-2021 03:00:00
-135.5,-143.5,-132.5,22-Apr-2021 03:30:00
-135.5,-144.5,-132.5,22-Apr-2021 04:00:00
-136.5,-144.5,-132.5,22-Apr-2021 04:30:00
-136.5,-144.5,-132.5,22-Apr-2021 05:00:00
-136.5,-145.5,-133.5,22-Apr-2021 05:30:00
-136.5,-145.5,-133.5,22-Apr-2021 06:00:00
-136.5,-145.5,-133.5,22-Apr-2021 06:30:00
-136.5,-144.5,-133.5,22-Apr-2021 07:00:00
-136.5,-144.5,-133.5,22-Apr-2021 07:30:00
-135.5,-143.5,-133.5,22-Apr-2021 08:00:00
-133.5,-141.5,-133.5,22-Apr-2021 08:30:00
-131.5,-139.5,-133.5,22-Apr-2021 09:00:00
-128.5,-136.5,-132.5,22-Apr-2021 09:30:00
-123.5,-133.5,-130.5,22-Apr-2021 10:00:00
-119.5,-127.5,-127.5,22-Apr-2021 10:30:00
-114.5,-115.5,-105.5,22-Apr-2021 11:00:00
-94.5,-67.5,-37.5,22-Apr-2021 11:30:00
-40.5,-31.5,-18.5,22-Apr-2021 12:00:00
-28.5,-22.5,-13.5,22-Apr-2021 12:30:00
-23.5,-19.5,-11.5,22-Apr-2021 13:00:00
-21.5,-17.5,-10.5,22-Apr-2021 13:30:00
-19.5,-16.5,-9.5,22-Apr-2021 14:00:00
-23.5,-20.5,-12.5,22-Apr-2021 14:30:00
-29.5,-28.5,-19.5,22-Apr-2021 15:00:00
-34.5,-34.5,-28.5,22-Apr-2021 15:30:00
-38.5,-39.5,-37.5,22-Apr-2021 16:00:00
-41.5,-41.5,-43.5,22-Apr-2021 16:30:00
-42.5,-43.5,-46.5,22-Apr-2021 17:00:00
-43.5,-44.5,-48.5,22-Apr-2021 17:30:00
-43.5,-44.5,-49.5,22-Apr-2021 18:00:00
-43.5,-44.5,-49.5,22-Apr-2021 18:30:00
-44.5,-44.5,-49.5,22-Apr-2021 19:00:00
-46.5,-47.5,-53.5,22-Apr-2021 19:30:00
-51.5,-51.5,-58.5,22-Apr-2021 20:00:00
-55.5,-54.5,-60.5,22-Apr-2021 20:30:00
-55.5,-54.5,-62.5,22-Apr-2021 21:00:00
-56.5,-54.5,-62.5,22-Apr-2021 21:30:00
-55.5,-54.5,-62.5,22-Apr-2021 22:00:00
-53.5,-53.5,-61.5,22-Apr-2021 22:30:00
-51.5,-51.5,-58.5,22-Apr-2021 23:00:00
-50.5,-51.5,-57.5,22-Apr-2021 23:30:00
-50.5,-50.5,-57.5,23-Apr-2021 00:00:00
-51.5,-51.5,-58.5,23-Apr-2021 00:30:00
-52.5,-52.5,-60.5,23-Apr-2021 01:00:00
-55.5,-54.5,-62.5,23-Apr-2021 01:30:00
-57.5,-55.5,-64.5,23-Apr-2021 02:00:00
-58.5,-57.5,-65.5,23-Apr-2021 02:30:00
-60.5,-57.5,-66.5,23-Apr-2021 03:00:00
-61.5,-58.5,-67.5,23-Apr-2021 03:30:00
-63.5,-59.5,-68.5,23-Apr-2021 04:00:00
-65.5,-60.5,-70.5,23-Apr-2021 04:30:00
-68.5,-61.5,-71.5,23-Apr-2021 05:00:00
-69.5,-63.5,-72.5,23-Apr-2021 05:30:00
-72.5,-66.5,-74.5,23-Apr-2021 06:00:00
-76.5,-70.5,-77.5,23-Apr-2021 06:30:00
-82.5,-80.5,-81.5,23-Apr-2021 07:00:00
-85.5,-83.5,-84.5,23-Apr-2021 07:30:00
-82.5,-80.5,-84.5,23-Apr-2021 08:00:00
-77.5,-73.5,-79.5,23-Apr-2021 08:30:00
-69.5,-62.5,-74.5,23-Apr-2021 09:00:00
-62.5,-58.5,-65.5,23-Apr-2021 09:30:00
-55.5,-55.5,-61.5,23-Apr-2021 10:00:00
-50.5,-53.5,-59.5,23-Apr-2021 10:30:00
-47.5,-51.5,-57.5,23-Apr-2021 11:00:00
-45.5,-48.5,-51.5,23-Apr-2021 11:30:00
-41.5,-40.5,-22.5,23-Apr-2021 12:00:00
-27.5,-26.5,-10.5,23-Apr-2021 12:30:00
-17.5,-19.5,-7.5,23-Apr-2021 13:00:00
-12.5,-15.5,-6.5,23-Apr-2021 13:30:00
-9.5,-13.5,-6.5,23-Apr-2021 14:00:00
-9.5,-13.5,-7.5,23-Apr-2021 14:30:00
-11.5,-15.5,-10.5,23-Apr-2021 15:00:00
-12.5,-17.5,-13.5,23-Apr-2021 15:30:00
-14.5,-18.5,-17.5,23-Apr-2021 16:00:00
-16.5,-20.5,-20.5,23-Apr-2021 16:30:00
-17.5,-22.5,-23.5,23-Apr-2021 17:00:00
-19.5,-24.5,-24.5,23-Apr-2021 17:30:00
-21.5,-26.5,-26.5,23-Apr-2021 18:00:00
-23.5,-28.5,-29.5,23-Apr-2021 18:30:00
-26.5,-31.5,-34.5,23-Apr-2021 19:00:00
-28.5,-33.5,-41.5,23-Apr-2021 19:30:00
-31.5,-36.5,-48.5,23-Apr-2021 20:00:00
-33.5,-38.5,-53.5,23-Apr-2021 20:30:00
-36.5,-40.5,-56.5,23-Apr-2021 21:00:00
-38.5,-42.5,-59.5,23-Apr-2021 21:30:00
-40.5,-44.5,-61.5,23-Apr-2021 22:00:00
-42.5,-47.5,-63.5,23-Apr-2021 22:30:00
-43.5,-49.5,-64.5,23-Apr-2021 23:00:00
-44.5,-50.5,-66.5,23-Apr-2021 23:30:00
-45.5,-52.5,-67.5,24-Apr-2021 00:00:00
-46.5,-53.5,-68.5,24-Apr-2021 00:30:00
-48.5,-55.5,-69.5,24-Apr-2021 01:00:00
-49.5,-57.5,-70.5,24-Apr-2021 01:30:00
-50.5,-58.5,-70.5,24-Apr-2021 02:00:00
-52.5,-59.5,-71.5,24-Apr-2021 02:30:00
-53.5,-59.5,-71.5,24-Apr-2021 03:00:00
-55.5,-60.5,-71.5,24-Apr-2021 03:30:00
-56.5,-62.5,-72.5,24-Apr-2021 04:00:00
-58.5,-63.5,-73.5,24-Apr-2021 04:30:00
-60.5,-63.5,-73.5,24-Apr-2021 05:00:00
-61.5,-64.5,-74.5,24-Apr-2021 05:30:00
-61.5,-64.5,-74.5,24-Apr-2021 06:00:00
-62.5,-65.5,-74.5,24-Apr-2021 06:30:00
-63.5,-65.5,-74.5,24-Apr-2021 07:00:00
-63.5,-65.5,-74.5,24-Apr-2021 07:30:00
-62.5,-65.5,-74.5,24-Apr-2021 08:00:00
-62.5,-65.5,-74.5,24-Apr-2021 08:30:00
-61.5,-65.5,-74.5,24-Apr-2021 09:00:00
-59.5,-64.5,-73.5,24-Apr-2021 09:30:00
