k-epsilon,ePBL,CVmix,datetime
-87.5,-92.5,-95.5,20-May-2021 14:30:00
-86.5,-93.5,-96.5,20-May-2021 15:00:00
-88.5,-95.5,-101.5,20-May-2021 15:30:00
-89.5,-98.5,-106.5,20-May-2021 16:00:00
-92.5,-101.5,-111.5,20-May-2021 16:30:00
-95.5,-104.5,-115.5,20-May-2021 17:00:00
-98.5,-106.5,-117.5,20-May-2021 17:30:00
-101.5,-109.5,-118.5,20-May-2021 18:00:00
-105.5,-111.5,-119.5,20-May-2021 18:30:00
-107.5,-113.5,-120.5,20-May-2021 19:00:00
-109.5,-115.5,-121.5,20-May-2021 19:30:00
-111.5,-117.5,-122.5,20-May-2021 20:00:00
-113.5,-118.5,-122.5,20-May-2021 20:30:00
-114.5,-119.5,-123.5,20-May-2021 21:00:00
-114.5,-120.5,-123.5,20-May-2021 21:30:00
-115.5,-121.5,-123.5,20-May-2021 22:00:00
-116.5,-121.5,-124.5,20-May-2021 22:30:00
-116.5,-122.5,-124.5,20-May-2021 23:00:00
-117.5,-122.5,-125.5,20-May-2021 23:30:00
-117.5,-123.5,-125.5,21-May-2021 00:00:00
-117.5,-123.5,-126.5,21-May-2021 00:30:00
-117.5,-124.5,-126.5,21-May-2021 01:00:00
-118.5,-124.5,-126.5,21-May-2021 01:30:00
-118.5,-124.5,-127.5,21-May-2021 02:00:00
-118.5,-124.5,-127.5,21-May-2021 02:30:00
-118.5,-125.5,-127.5,21-May-2021 03:00:00
-119.5,-125.5,-127.5,21-May-2021 03:30:00
-119.5,-125.5,-127.5,21-May-2021 04:00:00
-119.5,-126.5,-128.5,21-May-2021 04:30:00
-119.5,-126.5,-128.5,21-May-2021 05:00:00
-119.5,-126.5,-128.5,21-May-2021 05:30:00
-119.5,-126.5,-128.5,21-May-2021 06:00:00
-119.5,-126.5,-128.5,21-May-2021 06:30:00
-119.5,-126.5,-128.5,21-May-2021 07:00:00
-120.5,-126.5,-128.5,21-May-2021 07:30:00
-119.5,-126.5,-128.5,21-May-2021 08:00:00
-119.5,-126.5,-128.5,21-May-2021 08:30:00
-119.5,-126.5,-128.5,21-May-2021 09:00:00
-119.5,-126.5,-128.5,21-May-2021 09:30:00
-119.5,-124.5,-127.5,21-May-2021 10:00:00
-118.5,-122.5,-126.5,21-May-2021 10:30:00
-115.5,-118.5,-113.5,21-May-2021 11:00:00
-105.5,-106.5,-23.5,21-May-2021 11:30:00
-39.5,-25.5,-9.5,21-May-2021 12:00:00
-17.5,-15.5,-7.5,21-May-2021 12:30:00
-13.5,-13.5,-6.5,21-May-2021 13:00:00
-12.5,-12.5,-6.5,21-May-2021 13:30:00
-12.5,-13.5,-7.5,21-May-2021 14:00:00
-15.5,-15.5,-9.5,21-May-2021 14:30:00
-17.5,-18.5,-12.5,21-May-2021 15:00:00
-20.5,-22.5,-16.5,21-May-2021 15:30:00
-22.5,-25.5,-22.5,21-May-2021 16:00:00
-24.5,-28.5,-27.5,21-May-2021 16:30:00
-26.5,-30.5,-32.5,21-May-2021 17:00:00
-28.5,-32.5,-35.5,21-May-2021 17:30:00
-31.5,-34.5,-38.5,21-May-2021 18:00:00
-33.5,-35.5,-40.5,21-May-2021 18:30:00
-36.5,-37.5,-41.5,21-May-2021 19:00:00
-41.5,-40.5,-43.5,21-May-2021 19:30:00
-58.5,-64.5,-47.5,21-May-2021 20:00:00
-84.5,-107.5,-53.5,21-May-2021 20:30:00
-101.5,-113.5,-59.5,21-May-2021 21:00:00
-110.5,-116.5,-67.5,21-May-2021 21:30:00
-114.5,-118.5,-76.5,21-May-2021 22:00:00
-115.5,-118.5,-83.5,21-May-2021 22:30:00
-115.5,-118.5,-86.5,21-May-2021 23:00:00
-116.5,-119.5,-97.5,21-May-2021 23:30:00
-117.5,-120.5,-107.5,22-May-2021 00:00:00
-118.5,-121.5,-116.5,22-May-2021 00:30:00
-119.5,-123.5,-121.5,22-May-2021 01:00:00
-119.5,-124.5,-123.5,22-May-2021 01:30:00
-120.5,-125.5,-125.5,22-May-2021 02:00:00
-120.5,-126.5,-126.5,22-May-2021 02:30:00
-120.5,-127.5,-126.5,22-May-2021 03:00:00
-121.5,-127.5,-127.5,22-May-2021 03:30:00
-121.5,-128.5,-127.5,22-May-2021 04:00:00
-121.5,-128.5,-128.5,22-May-2021 04:30:00
-121.5,-129.5,-128.5,22-May-2021 05:00:00
-121.5,-129.5,-128.5,22-May-2021 05:30:00
-121.5,-128.5,-128.5,22-May-2021 06:00:00
-121.5,-128.5,-128.5,22-May-2021 06:30:00
-121.5,-128.5,-128.5,22-May-2021 07:00:00
-120.5,-127.5,-128.5,22-May-2021 07:30:00
-120.5,-126.5,-128.5,22-May-2021 08:00:00
-120.5,-124.5,-127.5,22-May-2021 08:30:00
-119.5,-122.5,-126.5,22-May-2021 09:00:00
-117.5,-119.5,-120.5,22-May-2021 09:30:00
-109.5,-112.5,-80.5,22-May-2021 10:00:00
-76.5,-79.5,-25.5,22-May-2021 10:30:00
-30.5,-35.5,-8.5,22-May-2021 11:00:00
-13.5,-17.5,-5.5,22-May-2021 11:30:00
-9.5,-12.5,-4.5,22-May-2021 12:00:00
-7.5,-10.5,-4.5,22-May-2021 12:30:00
-6.5,-8.5,-3.5,22-May-2021 13:00:00
-6.5,-8.5,-3.5,22-May-2021 13:30:00
-6.5,-8.5,-4.5,22-May-2021 14:00:00
-7.5,-9.5,-4.5,22-May-2021 14:30:00
-8.5,-10.5,-6.5,22-May-2021 15:00:00
-10.5,-12.5,-8.5,22-May-2021 15:30:00
-11.5,-15.5,-12.5,22-May-2021 16:00:00
-13.5,-17.5,-16.5,22-May-2021 16:30:00
-15.5,-19.5,-19.5,22-May-2021 17:00:00
-17.5,-20.5,-21.5,22-May-2021 17:30:00
-19.5,-22.5,-22.5,22-May-2021 18:00:00
-21.5,-24.5,-24.5,22-May-2021 18:30:00
-23.5,-27.5,-27.5,22-May-2021 19:00:00
-26.5,-30.5,-32.5,22-May-2021 19:30:00
-30.5,-35.5,-40.5,22-May-2021 20:00:00
-35.5,-45.5,-49.5,22-May-2021 20:30:00
-43.5,-56.5,-59.5,22-May-2021 21:00:00
-53.5,-67.5,-68.5,22-May-2021 21:30:00
-64.5,-76.5,-77.5,22-May-2021 22:00:00
-74.5,-84.5,-84.5,22-May-2021 22:30:00
-81.5,-98.5,-90.5,22-May-2021 23:00:00
-87.5,-107.5,-96.5,22-May-2021 23:30:00
-94.5,-110.5,-103.5,23-May-2021 00:00:00
-99.5,-112.5,-108.5,23-May-2021 00:30:00
-103.5,-113.5,-113.5,23-May-2021 01:00:00
-106.5,-113.5,-114.5,23-May-2021 01:30:00
-106.5,-113.5,-114.5,23-May-2021 02:00:00
-108.5,-113.5,-117.5,23-May-2021 02:30:00
-111.5,-114.5,-120.5,23-May-2021 03:00:00
-114.5,-116.5,-123.5,23-May-2021 03:30:00
-116.5,-118.5,-125.5,23-May-2021 04:00:00
-117.5,-120.5,-126.5,23-May-2021 04:30:00
-118.5,-121.5,-127.5,23-May-2021 05:00:00
-119.5,-122.5,-127.5,23-May-2021 05:30:00
-119.5,-123.5,-128.5,23-May-2021 06:00:00
-119.5,-124.5,-128.5,23-May-2021 06:30:00
-119.5,-124.5,-128.5,23-May-2021 07:00:00
-119.5,-124.5,-128.5,23-May-2021 07:30:00
-119.5,-124.5,-128.5,23-May-2021 08:00:00
-119.5,-123.5,-128.5,23-May-2021 08:30:00
-119.5,-122.5,-128.5,23-May-2021 09:00:00
-118.5,-121.5,-128.5,23-May-2021 09:30:00
-118.5,-119.5,-128.5,23-May-2021 10:00:00
-116.5,-116.5,-127.5,23-May-2021 10:30:00
-112.5,-111.5,-125.5,23-May-2021 11:00:00
-106.5,-106.5,-120.5,23-May-2021 11:30:00
-100.5,-99.5,-106.5,23-May-2021 12:00:00
-90.5,-87.5,-71.5,23-May-2021 12:30:00
-79.5,-71.5,-53.5,23-May-2021 13:00:00
-70.5,-62.5,-49.5,23-May-2021 13:30:00
-65.5,-59.5,-53.5,23-May-2021 14:00:00
-65.5,-62.5,-63.5,23-May-2021 14:30:00
-69.5,-68.5,-79.5,23-May-2021 15:00:00
-75.5,-77.5,-94.5,23-May-2021 15:30:00
-86.5,-90.5,-111.5,23-May-2021 16:00:00
-93.5,-97.5,-119.5,23-May-2021 16:30:00
-98.5,-101.5,-122.5,23-May-2021 17:00:00
-104.5,-107.5,-125.5,23-May-2021 17:30:00
-110.5,-112.5,-127.5,23-May-2021 18:00:00
-114.5,-116.5,-127.5,23-May-2021 18:30:00
-116.5,-119.5,-128.5,23-May-2021 19:00:00
-117.5,-121.5,-128.5,23-May-2021 19:30:00
-118.5,-122.5,-128.5,23-May-2021 20:00:00
-119.5,-124.5,-128.5,23-May-2021 20:30:00
-119.5,-125.5,-128.5,23-May-2021 21:00:00
-120.5,-126.5,-129.5,23-May-2021 21:30:00
-120.5,-126.5,-129.5,23-May-2021 22:00:00
-120.5,-126.5,-129.5,23-May-2021 22:30:00
-121.5,-128.5,-129.5,23-May-2021 23:00:00
-121.5,-129.5,-130.5,23-May-2021 23:30:00
-121.5,-129.5,-130.5,24-May-2021 00:00:00
-122.5,-130.5,-130.5,24-May-2021 00:30:00
-122.5,-130.5,-130.5,24-May-2021 01:00:00
-123.5,-130.5,-130.5,24-May-2021 01:30:00
-123.5,-130.5,-131.5,24-May-2021 02:00:00
-123.5,-130.5,-131.5,24-May-2021 02:30:00
-124.5,-129.5,-131.5,24-May-2021 03:00:00
-124.5,-129.5,-131.5,24-May-2021 03:30:00
-124.5,-129.5,-131.5,24-May-2021 04:00:00
-124.5,-129.5,-131.5,24-May-2021 04:30:00
-124.5,-129.5,-131.5,24-May-2021 05:00:00
-125.5,-129.5,-131.5,24-May-2021 05:30:00
-125.5,-129.5,-131.5,24-May-2021 06:00:00
-125.5,-128.5,-131.5,24-May-2021 06:30:00
-125.5,-128.5,-131.5,24-May-2021 07:00:00
-125.5,-128.5,-131.5,24-May-2021 07:30:00
-125.5,-128.5,-131.5,24-May-2021 08:00:00
-124.5,-127.5,-130.5,24-May-2021 08:30:00
-124.5,-127.5,-130.5,24-May-2021 09:00:00
-124.5,-127.5,-129.5,24-May-2021 09:30:00
-123.5,-125.5,-128.5,24-May-2021 10:00:00
-123.5,-123.5,-127.5,24-May-2021 10:30:00
-122.5,-120.5,-125.5,24-May-2021 11:00:00
-120.5,-116.5,-118.5,24-May-2021 11:30:00
-113.5,-106.5,-74.5,24-May-2021 12:00:00
-78.5,-63.5,-37.5,24-May-2021 12:30:00
-47.5,-40.5,-23.5,24-May-2021 13:00:00
-37.5,-30.5,-16.5,24-May-2021 13:30:00
-30.5,-25.5,-13.5,24-May-2021 14:00:00
-26.5,-23.5,-11.5,24-May-2021 14:30:00
-25.5,-22.5,-11.5,24-May-2021 15:00:00
-24.5,-22.5,-11.5,24-May-2021 15:30:00
-24.5,-23.5,-12.5,24-May-2021 16:00:00
-26.5,-25.5,-14.5,24-May-2021 16:30:00
-28.5,-27.5,-17.5,24-May-2021 17:00:00
-30.5,-30.5,-23.5,24-May-2021 17:30:00
-34.5,-33.5,-30.5,24-May-2021 18:00:00
-37.5,-37.5,-38.5,24-May-2021 18:30:00
-42.5,-41.5,-43.5,24-May-2021 19:00:00
-48.5,-45.5,-47.5,24-May-2021 19:30:00
-54.5,-50.5,-50.5,24-May-2021 20:00:00
-64.5,-59.5,-54.5,24-May-2021 20:30:00
-75.5,-75.5,-58.5,24-May-2021 21:00:00
-89.5,-97.5,-62.5,24-May-2021 21:30:00
-104.5,-107.5,-65.5,24-May-2021 22:00:00
-112.5,-111.5,-69.5,24-May-2021 22:30:00
-115.5,-113.5,-71.5,24-May-2021 23:00:00
-117.5,-114.5,-75.5,24-May-2021 23:30:00
-118.5,-115.5,-78.5,25-May-2021 00:00:00
-119.5,-115.5,-82.5,25-May-2021 00:30:00
-119.5,-116.5,-86.5,25-May-2021 01:00:00
-120.5,-116.5,-90.5,25-May-2021 01:30:00
-120.5,-117.5,-96.5,25-May-2021 02:00:00
-120.5,-117.5,-103.5,25-May-2021 02:30:00
-121.5,-117.5,-109.5,25-May-2021 03:00:00
-121.5,-118.5,-113.5,25-May-2021 03:30:00
-121.5,-118.5,-118.5,25-May-2021 04:00:00
-122.5,-119.5,-120.5,25-May-2021 04:30:00
-122.5,-119.5,-121.5,25-May-2021 05:00:00
-122.5,-119.5,-121.5,25-May-2021 05:30:00
-121.5,-118.5,-121.5,25-May-2021 06:00:00
-121.5,-117.5,-121.5,25-May-2021 06:30:00
-119.5,-114.5,-120.5,25-May-2021 07:00:00
-108.5,-107.5,-107.5,25-May-2021 07:30:00
-77.5,-73.5,-74.5,25-May-2021 08:00:00
-59.5,-61.5,-64.5,25-May-2021 08:30:00
-44.5,-48.5,-16.5,25-May-2021 09:00:00
-10.5,-15.5,-4.5,25-May-2021 09:30:00
-5.5,-8.5,-3.5,25-May-2021 10:00:00
-4.5,-6.5,-2.5,25-May-2021 10:30:00
-3.5,-4.5,-2.5,25-May-2021 11:00:00
-3.5,-4.5,-2.5,25-May-2021 11:30:00
-2.5,-4.5,-2.5,25-May-2021 12:00:00
-2.5,-3.5,-1.5,25-May-2021 12:30:00
-2.5,-3.5,-1.5,25-May-2021 13:00:00
-2.5,-4.5,-1.5,25-May-2021 13:30:00
-3.5,-4.5,-2.5,25-May-2021 14:00:00
-3.5,-4.5,-2.5,25-May-2021 14:30:00
-3.5,-4.5,-2.5,25-May-2021 15:00:00
-3.5,-5.5,-2.5,25-May-2021 15:30:00
-4.5,-5.5,-2.5,25-May-2021 16:00:00
-4.5,-5.5,-3.5,25-May-2021 16:30:00
-5.5,-5.5,-4.5,25-May-2021 17:00:00
-5.5,-6.5,-5.5,25-May-2021 17:30:00
-6.5,-7.5,-6.5,25-May-2021 18:00:00
-6.5,-7.5,-8.5,25-May-2021 18:30:00
-7.5,-8.5,-9.5,25-May-2021 19:00:00
-7.5,-8.5,-9.5,25-May-2021 19:30:00
-8.5,-9.5,-10.5,25-May-2021 20:00:00
-8.5,-9.5,-10.5,25-May-2021 20:30:00
-8.5,-10.5,-10.5,25-May-2021 21:00:00
-9.5,-10.5,-11.5,25-May-2021 21:30:00
-9.5,-10.5,-11.5,25-May-2021 22:00:00
-9.5,-11.5,-11.5,25-May-2021 22:30:00
-10.5,-11.5,-11.5,25-May-2021 23:00:00
-10.5,-11.5,-11.5,25-May-2021 23:30:00
-10.5,-11.5,-11.5,26-May-2021 00:00:00
-10.5,-11.5,-12.5,26-May-2021 00:30:00
-10.5,-12.5,-12.5,26-May-2021 01:00:00
-11.5,-12.5,-12.5,26-May-2021 01:30:00
-11.5,-12.5,-12.5,26-May-2021 02:00:00
-11.5,-12.5,-12.5,26-May-2021 02:30:00
-11.5,-12.5,-12.5,26-May-2021 03:00:00
-11.5,-13.5,-13.5,26-May-2021 03:30:00
-11.5,-13.5,-13.5,26-May-2021 04:00:00
-12.5,-13.5,-14.5,26-May-2021 04:30:00
-12.5,-14.5,-15.5,26-May-2021 05:00:00
-13.5,-14.5,-15.5,26-May-2021 05:30:00
-13.5,-15.5,-16.5,26-May-2021 06:00:00
-13.5,-15.5,-16.5,26-May-2021 06:30:00
-13.5,-15.5,-17.5,26-May-2021 07:00:00
-13.5,-15.5,-17.5,26-May-2021 07:30:00
-13.5,-15.5,-17.5,26-May-2021 08:00:00
-13.5,-15.5,-17.5,26-May-2021 08:30:00
-12.5,-14.5,-16.5,26-May-2021 09:00:00
-12.5,-12.5,-14.5,26-May-2021 09:30:00
-12.5,-12.5,-13.5,26-May-2021 10:00:00
-12.5,-11.5,-12.5,26-May-2021 10:30:00
-12.5,-11.5,-12.5,26-May-2021 11:00:00
-13.5,-12.5,-11.5,26-May-2021 11:30:00
-13.5,-12.5,-11.5,26-May-2021 12:00:00
-13.5,-12.5,-9.5,26-May-2021 12:30:00
-12.5,-12.5,-8.5,26-May-2021 13:00:00
-12.5,-11.5,-7.5,26-May-2021 13:30:00
-10.5,-10.5,-6.5,26-May-2021 14:00:00
-9.5,-9.5,-5.5,26-May-2021 14:30:00
-9.5,-9.5,-5.5,26-May-2021 15:00:00
-9.5,-9.5,-4.5,26-May-2021 15:30:00
-9.5,-9.5,-4.5,26-May-2021 16:00:00
-9.5,-9.5,-4.5,26-May-2021 16:30:00
-9.5,-9.5,-5.5,26-May-2021 17:00:00
-10.5,-10.5,-6.5,26-May-2021 17:30:00
-11.5,-12.5,-7.5,26-May-2021 18:00:00
-12.5,-13.5,-9.5,26-May-2021 18:30:00
-13.5,-14.5,-12.5,26-May-2021 19:00:00
-13.5,-15.5,-15.5,26-May-2021 19:30:00
-14.5,-16.5,-17.5,26-May-2021 20:00:00
-14.5,-17.5,-18.5,26-May-2021 20:30:00
-14.5,-17.5,-19.5,26-May-2021 21:00:00
-15.5,-18.5,-21.5,26-May-2021 21:30:00
-15.5,-18.5,-22.5,26-May-2021 22:00:00
-15.5,-19.5,-24.5,26-May-2021 22:30:00
-16.5,-20.5,-25.5,26-May-2021 23:00:00
-17.5,-21.5,-26.5,26-May-2021 23:30:00
-18.5,-22.5,-27.5,27-May-2021 00:00:00
-19.5,-23.5,-28.5,27-May-2021 00:30:00
-19.5,-24.5,-29.5,27-May-2021 01:00:00
-20.5,-25.5,-30.5,27-May-2021 01:30:00
-20.5,-25.5,-30.5,27-May-2021 02:00:00
-21.5,-26.5,-30.5,27-May-2021 02:30:00
-21.5,-26.5,-31.5,27-May-2021 03:00:00
-22.5,-27.5,-31.5,27-May-2021 03:30:00
-22.5,-27.5,-31.5,27-May-2021 04:00:00
-23.5,-28.5,-31.5,27-May-2021 04:30:00
-24.5,-28.5,-32.5,27-May-2021 05:00:00
-24.5,-29.5,-32.5,27-May-2021 05:30:00
-25.5,-29.5,-32.5,27-May-2021 06:00:00
-25.5,-29.5,-33.5,27-May-2021 06:30:00
-25.5,-30.5,-33.5,27-May-2021 07:00:00
-25.5,-30.5,-33.5,27-May-2021 07:30:00
-25.5,-30.5,-33.5,27-May-2021 08:00:00
-25.5,-30.5,-33.5,27-May-2021 08:30:00
-25.5,-30.5,-32.5,27-May-2021 09:00:00
-25.5,-29.5,-32.5,27-May-2021 09:30:00
-25.5,-28.5,-31.5,27-May-2021 10:00:00
-23.5,-25.5,-27.5,27-May-2021 10:30:00
-19.5,-18.5,-10.5,27-May-2021 11:00:00
-11.5,-11.5,-5.5,27-May-2021 11:30:00
-7.5,-8.5,-3.5,27-May-2021 12:00:00
-5.5,-6.5,-3.5,27-May-2021 12:30:00
-4.5,-5.5,-2.5,27-May-2021 13:00:00
-4.5,-5.5,-2.5,27-May-2021 13:30:00
-3.5,-4.5,-2.5,27-May-2021 14:00:00
-3.5,-4.5,-2.5,27-May-2021 14:30:00
-3.5,-4.5,-2.5,27-May-2021 15:00:00
-3.5,-5.5,-2.5,27-May-2021 15:30:00
-3.5,-5.5,-2.5,27-May-2021 16:00:00
-4.5,-6.5,-2.5,27-May-2021 16:30:00
-5.5,-6.5,-3.5,27-May-2021 17:00:00
-6.5,-7.5,-5.5,27-May-2021 17:30:00
-7.5,-8.5,-7.5,27-May-2021 18:00:00
-8.5,-9.5,-10.5,27-May-2021 18:30:00
-9.5,-11.5,-11.5,27-May-2021 19:00:00
-10.5,-12.5,-12.5,27-May-2021 19:30:00
-12.5,-13.5,-13.5,27-May-2021 20:00:00
-13.5,-14.5,-14.5,27-May-2021 20:30:00
-14.5,-15.5,-15.5,27-May-2021 21:00:00
-15.5,-16.5,-15.5,27-May-2021 21:30:00
-15.5,-16.5,-16.5,27-May-2021 22:00:00
-16.5,-17.5,-17.5,27-May-2021 22:30:00
-17.5,-18.5,-17.5,27-May-2021 23:00:00
-17.5,-18.5,-18.5,27-May-2021 23:30:00
-18.5,-19.5,-18.5,28-May-2021 00:00:00
-18.5,-19.5,-19.5,28-May-2021 00:30:00
-19.5,-20.5,-19.5,28-May-2021 01:00:00
-20.5,-21.5,-20.5,28-May-2021 01:30:00
-20.5,-22.5,-20.5,28-May-2021 02:00:00
-21.5,-23.5,-21.5,28-May-2021 02:30:00
-22.5,-24.5,-22.5,28-May-2021 03:00:00
-23.5,-25.5,-23.5,28-May-2021 03:30:00
-23.5,-26.5,-23.5,28-May-2021 04:00:00
-24.5,-27.5,-24.5,28-May-2021 04:30:00
-24.5,-28.5,-25.5,28-May-2021 05:00:00
-24.5,-28.5,-26.5,28-May-2021 05:30:00
-24.5,-28.5,-27.5,28-May-2021 06:00:00
-24.5,-27.5,-27.5,28-May-2021 06:30:00
-24.5,-26.5,-28.5,28-May-2021 07:00:00
-24.5,-24.5,-26.5,28-May-2021 07:30:00
-23.5,-23.5,-25.5,28-May-2021 08:00:00
-21.5,-22.5,-21.5,28-May-2021 08:30:00
-5.5,-19.5,-3.5,28-May-2021 09:00:00
-3.5,-7.5,-2.5,28-May-2021 09:30:00
-2.5,-5.5,-1.5,28-May-2021 10:00:00
-2.5,-4.5,-1.5,28-May-2021 10:30:00
-2.5,-3.5,-1.5,28-May-2021 11:00:00
-2.5,-3.5,-1.5,28-May-2021 11:30:00
-2.5,-3.5,-1.5,28-May-2021 12:00:00
-2.5,-3.5,-1.5,28-May-2021 12:30:00
-2.5,-3.5,-1.5,28-May-2021 13:00:00
-2.5,-3.5,-1.5,28-May-2021 13:30:00
-2.5,-3.5,-1.5,28-May-2021 14:00:00
-2.5,-4.5,-2.5,28-May-2021 14:30:00
-3.5,-4.5,-2.5,28-May-2021 15:00:00
-3.5,-4.5,-2.5,28-May-2021 15:30:00
-4.5,-5.5,-3.5,28-May-2021 16:00:00
-5.5,-6.5,-5.5,28-May-2021 16:30:00
-6.5,-7.5,-7.5,28-May-2021 17:00:00
-7.5,-8.5,-8.5,28-May-2021 17:30:00
-8.5,-9.5,-10.5,28-May-2021 18:00:00
-9.5,-10.5,-11.5,28-May-2021 18:30:00
-10.5,-11.5,-11.5,28-May-2021 19:00:00
-11.5,-12.5,-12.5,28-May-2021 19:30:00
-12.5,-13.5,-12.5,28-May-2021 20:00:00
-13.5,-14.5,-13.5,28-May-2021 20:30:00
-14.5,-15.5,-15.5,28-May-2021 21:00:00
-15.5,-16.5,-16.5,28-May-2021 21:30:00
-16.5,-17.5,-18.5,28-May-2021 22:00:00
-17.5,-18.5,-19.5,28-May-2021 22:30:00
-18.5,-19.5,-20.5,28-May-2021 23:00:00
-19.5,-20.5,-21.5,28-May-2021 23:30:00
-19.5,-21.5,-22.5,29-May-2021 00:00:00
-20.5,-21.5,-22.5,29-May-2021 00:30:00
-21.5,-21.5,-23.5,29-May-2021 01:00:00
-21.5,-22.5,-23.5,29-May-2021 01:30:00
-22.5,-22.5,-24.5,29-May-2021 02:00:00
-22.5,-23.5,-24.5,29-May-2021 02:30:00
-23.5,-23.5,-24.5,29-May-2021 03:00:00
-23.5,-23.5,-25.5,29-May-2021 03:30:00
-23.5,-24.5,-25.5,29-May-2021 04:00:00
-24.5,-24.5,-25.5,29-May-2021 04:30:00
-24.5,-24.5,-25.5,29-May-2021 05:00:00
-24.5,-24.5,-25.5,29-May-2021 05:30:00
-25.5,-25.5,-25.5,29-May-2021 06:00:00
-25.5,-25.5,-26.5,29-May-2021 06:30:00
-25.5,-25.5,-26.5,29-May-2021 07:00:00
-25.5,-25.5,-26.5,29-May-2021 07:30:00
-25.5,-24.5,-26.5,29-May-2021 08:00:00
-24.5,-24.5,-25.5,29-May-2021 08:30:00
-24.5,-23.5,-25.5,29-May-2021 09:00:00
-23.5,-22.5,-24.5,29-May-2021 09:30:00
-22.5,-20.5,-20.5,29-May-2021 10:00:00
-19.5,-16.5,-12.5,29-May-2021 10:30:00
-13.5,-13.5,-7.5,29-May-2021 11:00:00
-9.5,-10.5,-5.5,29-May-2021 11:30:00
-7.5,-8.5,-4.5,29-May-2021 12:00:00
-6.5,-7.5,-3.5,29-May-2021 12:30:00
-5.5,-7.5,-3.5,29-May-2021 13:00:00
-5.5,-7.5,-3.5,29-May-2021 13:30:00
-6.5,-7.5,-4.5,29-May-2021 14:00:00
-6.5,-8.5,-4.5,29-May-2021 14:30:00
-7.5,-9.5,-5.5,29-May-2021 15:00:00
-8.5,-9.5,-6.5,29-May-2021 15:30:00
-9.5,-10.5,-7.5,29-May-2021 16:00:00
-10.5,-11.5,-9.5,29-May-2021 16:30:00
-11.5,-13.5,-11.5,29-May-2021 17:00:00
-13.5,-14.5,-14.5,29-May-2021 17:30:00
-14.5,-15.5,-16.5,29-May-2021 18:00:00
-15.5,-17.5,-17.5,29-May-2021 18:30:00
-16.5,-18.5,-19.5,29-May-2021 19:00:00
-17.5,-19.5,-20.5,29-May-2021 19:30:00
-18.5,-20.5,-21.5,29-May-2021 20:00:00
-18.5,-20.5,-22.5,29-May-2021 20:30:00
-19.5,-21.5,-22.5,29-May-2021 21:00:00
-20.5,-21.5,-23.5,29-May-2021 21:30:00
-20.5,-21.5,-23.5,29-May-2021 22:00:00
-21.5,-22.5,-23.5,29-May-2021 22:30:00
-21.5,-22.5,-23.5,29-May-2021 23:00:00
NaN,NaN,NaN,29-May-2021 23:30:00
NaN,NaN,NaN,30-May-2021 00:00:00
NaN,NaN,NaN,30-May-2021 00:30:00
NaN,NaN,NaN,30-May-2021 01:00:00
NaN,NaN,NaN,30-May-2021 01:30:00
NaN,NaN,NaN,30-May-2021 02:00:00
NaN,NaN,NaN,30-May-2021 02:30:00
NaN,NaN,NaN,30-May-2021 03:00:00
NaN,NaN,NaN,30-May-2021 03:30:00
NaN,NaN,NaN,30-May-2021 04:00:00
NaN,NaN,NaN,30-May-2021 04:30:00
NaN,NaN,NaN,30-May-2021 05:00:00
NaN,NaN,NaN,30-May-2021 05:30:00
NaN,NaN,NaN,30-May-2021 06:00:00
NaN,NaN,NaN,30-May-2021 06:30:00
NaN,NaN,NaN,30-May-2021 07:00:00
NaN,NaN,NaN,30-May-2021 07:30:00
NaN,NaN,NaN,30-May-2021 08:00:00
NaN,NaN,NaN,30-May-2021 08:30:00
NaN,NaN,NaN,30-May-2021 09:00:00
NaN,NaN,NaN,30-May-2021 09:30:00
NaN,NaN,NaN,30-May-2021 10:00:00
NaN,NaN,NaN,30-May-2021 10:30:00
NaN,NaN,NaN,30-May-2021 11:00:00
NaN,NaN,NaN,30-May-2021 11:30:00
NaN,NaN,NaN,30-May-2021 12:00:00
NaN,NaN,NaN,30-May-2021 12:30:00
NaN,NaN,NaN,30-May-2021 13:00:00
NaN,NaN,NaN,30-May-2021 13:30:00
NaN,NaN,NaN,30-May-2021 14:00:00
NaN,NaN,NaN,30-May-2021 14:30:00
NaN,NaN,NaN,30-May-2021 15:00:00
NaN,NaN,NaN,30-May-2021 15:30:00
NaN,NaN,NaN,30-May-2021 16:00:00
NaN,NaN,NaN,30-May-2021 16:30:00
NaN,NaN,NaN,30-May-2021 17:00:00
NaN,NaN,NaN,30-May-2021 17:30:00
NaN,NaN,NaN,30-May-2021 18:00:00
NaN,NaN,NaN,30-May-2021 18:30:00
NaN,NaN,NaN,30-May-2021 19:00:00
NaN,NaN,NaN,30-May-2021 19:30:00
NaN,NaN,NaN,30-May-2021 20:00:00
NaN,NaN,NaN,30-May-2021 20:30:00
NaN,NaN,NaN,30-May-2021 21:00:00
NaN,NaN,NaN,30-May-2021 21:30:00
NaN,NaN,NaN,30-May-2021 22:00:00
NaN,NaN,NaN,30-May-2021 22:30:00
NaN,NaN,NaN,30-May-2021 23:00:00
