mtime,sst,cond,chl,lat,lon,latec,lonec,dx,dy,sss,sstorig,sssorig,tcorr,scorr,datetime
738283.241666667,12.6109666666667,41.3894468703811,1.37691666666667,48.9559545520904,-14.8492150614266,49.0017305901168,-14.8973601552492,3.57596099432912,-5.09006319042604,35.5290229064436,12.9109666666667,35.4873495125483,-0.3,0.0416733938952357,07-May-2021 05:48:00
738283.245833333,12.5798333333333,41.3592572379626,1.36641666666667,48.9555267174388,-14.8452602200377,49.0019788514474,-14.897290932689,3.86456405369314,-5.16524163356753,35.5293459679635,12.8798333333333,35.4876667919771,-0.3,0.0416791759864434,07-May-2021 05:54:00
738283.25,12.5797833333333,41.3527795030456,1.37131666666667,48.9551562503249,-14.8413640880885,49.002227112778,-14.8972217101289,4.14880648874772,-5.23404109756904,35.5231849450881,12.8797833333333,35.4814999870105,-0.3,0.0416849580776511,07-May-2021 06:00:00
738283.254166667,12.5529,41.3370618207939,1.35166666666667,48.9548307550047,-14.8375315280367,49.0024753741085,-14.8971524875688,4.42832714205344,-5.29783992625807,35.5333910313249,12.8529,35.491700291156,-0.3,0.0416907401688587,07-May-2021 06:06:00
738283.258333333,12.53175,41.3078817319343,1.37821666666667,48.9544488393879,-14.8335599441996,49.0027236354391,-14.8970832650087,4.71817374124691,-5.3679124056898,35.5252795913769,12.83175,35.4835830691168,-0.3,0.0416965222600664,07-May-2021 06:12:00
738283.2625,12.5425333333333,41.3182389391001,1.33656666666667,48.9539725539972,-14.8295527791855,49.0029718967697,-14.8970140424486,5.01066312065035,-5.44847832522017,35.5250854483552,12.8425333333333,35.4833831440039,-0.3,0.0417023043512741,07-May-2021 06:18:00
738283.266666667,12.5324,41.3107017678215,1.33994,48.9533612084463,-14.8252749776045,49.0032201581072,-14.8969448198866,5.32325394181982,-5.54406225011394,35.527387686018,12.8324,35.4856795995754,-0.3,0.0417080864426433,07-May-2021 06:24:00
738283.270833333,12.5125166666667,41.2911554500936,1.34411666666667,48.9528422017232,-14.8217820967891,49.0034684194378,-14.8968755973265,5.57754503166821,-5.62937856506655,35.5273301623884,12.8125166666667,35.4856162938546,-0.3,0.041713868533851,07-May-2021 06:30:00
738283.275,12.5386,41.309438529798,1.30441666666667,48.9522748730932,-14.8180600416761,49.0037166807683,-14.8968063747664,5.84885796702329,-5.72006803089829,35.5203534277149,12.8386,35.4786337770898,-0.3,0.0417196506250587,07-May-2021 06:36:00
738283.279166667,12.5607,41.3329145378971,1.28728333333333,48.9517230043832,-14.8143540015019,49.0039649420989,-14.8967371522063,6.11898139807132,-5.80903843206284,35.5221088103287,12.8607,35.4803833776124,-0.3,0.0417254327162663,07-May-2021 06:42:00
